Data Inserção;Tipo Entrega;Pedido;Data Nfe;Serie Nfe;Número Nfe;Valor Nfe;Qtd. Volumes;Peso;Remessa;Nome Destinatário;Endereço Completo;CEP;Cód. CD;CD;CNPJ/CPF Dest.;Transportador;Lead Time;Data Prev. Entrega;Status Prazo;ID Últ. Ocr.;Última Ocorrência;Chave Últ. Ocr.;Data Última Ocr.;Agrupador;Endereço;Numero;Bairro;Cidades;UF;Etiquetas;Chegada na Transportadora;Cod. Vendedor;Chave NFe
06/03/2025 01:44:16;AVON;89643049;16/03/2025 00:00:00;001;64793751;267.88;1;0.96;21177347800;Srta. Alana Fernandes;Avenida Luiz Otávio Nunes, 69;96265-363;1036;Verde;63.912.704/0001-50;Carvalho Cardoso S/A;1;08/01/2025 00:00:00;No Prazo;940;Em Rota;2;12/01/2025 00:00:00;praesentium;Rodovia de Araújo;794;Vila Madre Gertrudes 2ª Seção;Nunes;AC;;12/01/2025 00:00:00;357996;420523271078853
17/01/2025 19:21:03;NATURA RN;56884143;21/02/2025 00:00:00;001;28361279;292.87;3;0.76;78345438244;Sra. Sophie Farias;Via Ribeiro, 44;51850-806;3812;da Prata;87.309.614/0001-38;da Paz;8;01/01/2025 00:00:00;No Prazo;590;Saiu para Entrega;1;08/03/2025 00:00:00;exercitationem;Distrito de Cavalcanti;553;Barão Homem De Melo 3ª Seção;Pereira da Serra;MT;;19/02/2025 00:00:00;778676;320725862913076
04/03/2025 08:19:48;NATURA RN;56610918;27/02/2025 00:00:00;001;41592757;452.41;3;1.64;20595101196;Sr. Thales Barros;Trevo João Guilherme da Rocha, 75;92547695;9187;do Norte;60.247.319/0001-48;Farias;2;22/03/2025 00:00:00;No Prazo;333;Saiu para Entrega;3;14/02/2025 00:00:00;sunt;Avenida de Ribeiro;115;Vila Coqueiral;Araújo;BA;;14/01/2025 00:00:00;105445;374277504357771
12/03/2025 01:16:46;NATURA CN;1722156;07/03/2025 00:00:00;001;44912086;68.13;2;3.26;18301135394;Davi Luiz Fogaça;Loteamento Martins, 21;84348-693;5569;do Galho;82.359.067/0001-81;Araújo S/A;6;11/01/2025 00:00:00;Finalizado No Prazo;673;Em Rota;3;03/03/2025 00:00:00;modi;Vila de Martins;518;Vila Atila De Paiva;Pinto de Santos;DF;;22/01/2025 00:00:00;840182;900523959815147
20/01/2025 12:09:20;AVON;10438616;17/01/2025 00:00:00;001;92397102;306.72;3;1.99;97430202336;Clarice Costa;Área de Caldeira, 18;66678459;8168;Grande;12.083.479/0001-56;Rocha Cavalcanti S.A.;3;12/03/2025 00:00:00;Atrasado;991;Em Rota;2;25/03/2025 00:00:00;ipsa;Largo Clara das Neves;257;Saudade;das Neves;PA;;23/03/2025 00:00:00;696957;221828578446755
03/03/2025 03:36:53;NATURA RN;88340853;15/01/2025 00:00:00;001;30388359;346.44;2;3.9;41699184325;Luigi Lima;Largo de Almeida, 40;75949-917;2261;do Galho;23.481.569/0001-11;Gomes Nunes - ME;8;21/03/2025 00:00:00;Finalizado No Prazo;790;Em Rota;3;12/02/2025 00:00:00;nisi;Distrito Ana Vitória Silva;571;Santa Efigênia;Araújo de da Cruz;RS;;22/02/2025 00:00:00;495355;504127298982561
12/02/2025 13:36:09;NATURA CN;60577003;02/01/2025 00:00:00;001;68902260;365.45;1;0.58;24485091105;Isabelly Silveira;Chácara de Moura, 176;12293-726;3907;da Mata;62.530.984/0001-70;Barros Pires S/A;1;18/03/2025 00:00:00;Atrasado;841;Em Rota;1;11/02/2025 00:00:00;cupiditate;Avenida Lucas Nunes;988;Castelo;Cavalcanti do Sul;SE;;05/02/2025 00:00:00;143671;730225976186471
03/03/2025 05:32:33;NATURA RN;40436676;25/03/2025 00:00:00;001;20710602;444.64;3;3.03;74296252863;Isabelly da Luz;Favela Carlos Eduardo Cardoso;53154022;2063;dos Dourados;60.591.724/0001-89;Rocha;1;20/02/2025 00:00:00;Atrasado;703;Entrega Realizada;3;26/03/2025 00:00:00;est;Avenida de da Rosa;111;Vila Sesc;Melo da Serra;PE;;19/03/2025 00:00:00;454645;606979184837259
29/01/2025 15:19:30;NATURA CN;84131892;11/03/2025 00:00:00;001;6119102;240.31;2;1.11;22048399339;Alícia Almeida;Aeroporto Nunes, 113;84025418;8625;Paulista;47.395.026/0001-40;da Mata Freitas S.A.;6;20/03/2025 00:00:00;Atrasado;208;Saiu para Entrega;3;13/02/2025 00:00:00;laboriosam;Viaduto de Carvalho;428;Vila Sesc;da Paz;MG;;15/02/2025 00:00:00;660483;822424665769951
19/01/2025 12:08:00;NATURA CN;93521657;10/03/2025 00:00:00;001;87761806;389.75;2;2.92;65248123954;Joana Cardoso;Feira de Alves, 87;09407-205;8129;do Galho;35.624.179/0001-32;Ferreira;7;15/01/2025 00:00:00;No Prazo;665;Entrega Realizada;1;19/02/2025 00:00:00;facere;Vila Jesus;292;Conjunto Minas Caixa;Peixoto de da Cunha;PB;;06/01/2025 00:00:00;400627;549956959190547
03/03/2025 19:39:09;NATURA CN;17341879;20/03/2025 00:00:00;001;52819036;418.65;2;0.49;83434180497;Samuel Lopes;Lagoa Letícia Costa, 22;28833354;6785;do Galho;89.427.310/0001-09;Lopes;3;26/02/2025 00:00:00;Finalizado No Prazo;911;Em Rota;3;24/03/2025 00:00:00;voluptatibus;Travessa da Conceição;628;Alto Das Antenas;Souza;RR;;09/02/2025 00:00:00;202357;153979209757167
01/01/2025 06:17:06;NATURA RN;41886895;04/01/2025 00:00:00;001;92417778;356.47;3;0.43;98659779143;Nicole Castro;Parque Mendes, 267;16081-216;3398;do Amparo;60.154.729/0001-44;Cavalcanti;6;01/02/2025 00:00:00;Finalizado No Prazo;148;Entrega Realizada;3;20/02/2025 00:00:00;maiores;Viaduto Sophia Nunes;765;Conjunto Serra Verde;Castro;GO;;09/03/2025 00:00:00;812822;343457657573182
22/01/2025 01:19:25;AVON;29335956;29/01/2025 00:00:00;001;32057611;131.8;3;2.81;51379950841;Caroline Campos;Via de da Rosa, 12;62310992;5877;dos Dourados;92.534.760/0001-05;Nogueira Ltda.;8;27/03/2025 00:00:00;Atrasado;298;Em Rota;1;18/01/2025 00:00:00;ab;Favela Joaquim Oliveira;942;Solimoes;da Cruz;AC;;27/03/2025 00:00:00;289493;605328015668897
14/02/2025 17:56:30;NATURA CN;59235118;01/01/2025 00:00:00;001;25349388;214.4;2;0.97;10311747275;Alexia Silva;Feira Daniel Peixoto;55670-794;1593;das Pedras;47.321.890/0001-05;Moraes Souza S/A;3;07/01/2025 00:00:00;Finalizado No Prazo;821;Saiu para Entrega;1;25/03/2025 00:00:00;dolorum;Viela Melo;229;Vila União;Silveira;ES;;21/02/2025 00:00:00;951046;341497770116395
18/03/2025 03:46:01;NATURA CN;61320061;15/01/2025 00:00:00;001;23856076;392.92;3;2.96;83956407984;Dr. Bryan Barros;Núcleo Mendes, 530;34387901;1208;da Prata;18.926.730/0001-83;Martins Novaes e Filhos;2;16/03/2025 00:00:00;Finalizado No Prazo;696;Saiu para Entrega;2;22/03/2025 00:00:00;unde;Fazenda de Nascimento;456;Pongelupe;Rocha;RR;;17/01/2025 00:00:00;926499;898704268924284
26/01/2025 22:19:37;NATURA CN;56633414;05/03/2025 00:00:00;001;87515774;387.66;1;2.17;8536069721;Emilly da Mata;Ladeira Monteiro, 70;47689850;3864;Grande;16.734.580/0001-80;Pinto;2;01/01/2025 00:00:00;No Prazo;215;Em Rota;1;23/01/2025 00:00:00;enim;Largo Heitor Silveira;881;Vila Piratininga;Campos;SP;;21/01/2025 00:00:00;388447;249298082505966
21/02/2025 17:35:15;AVON;50342189;06/02/2025 00:00:00;001;86763719;204.89;1;3.9;11672763695;Nathan Nascimento;Pátio Lopes;91625208;3705;da Praia;02.317.549/0001-30;Silva;7;03/02/2025 00:00:00;Atrasado;274;Saiu para Entrega;1;23/01/2025 00:00:00;dolorum;Morro Gonçalves;42;Vila São João Batista;da Cruz de da Cruz;TO;;06/03/2025 00:00:00;372038;380215601216254
14/03/2025 08:08:28;NATURA RN;65180880;14/02/2025 00:00:00;001;38140668;114.82;1;3.23;76151946293;Isabel Pereira;Feira Davi Lucas Rocha;32041-915;7640;dos Dourados;13.920.685/0001-36;Ribeiro Moraes S/A;1;13/02/2025 00:00:00;No Prazo;925;Saiu para Entrega;2;14/02/2025 00:00:00;accusantium;Ladeira Pires;755;Campo Alegre;Cavalcanti;DF;;10/03/2025 00:00:00;508350;770702295962533
01/01/2025 20:01:23;AVON;48845498;28/02/2025 00:00:00;001;87373285;434.82;2;2.86;13878578180;Ana Clara da Costa;Praia Costa, 12;21623151;4662;da Praia;63.147.905/0001-09;Nunes - EI;2;08/01/2025 00:00:00;No Prazo;159;Entrega Realizada;2;14/01/2025 00:00:00;praesentium;Loteamento Milena Monteiro;688;Buraco Quente;da Mata;RS;;27/03/2025 00:00:00;276514;289356362159729
24/01/2025 14:53:49;AVON;10922391;27/01/2025 00:00:00;001;84622427;136.53;2;2.21;70544107426;Igor Araújo;Vale Lucca Martins, 14;28019605;1891;da Mata;51.794.230/0001-00;Fernandes;7;11/01/2025 00:00:00;Finalizado No Prazo;895;Em Rota;2;08/03/2025 00:00:00;recusandae;Condomínio de Peixoto;819;Tupi A;Nascimento;PI;;13/01/2025 00:00:00;618215;123635620169215
27/03/2025 00:11:53;NATURA CN;8368633;02/03/2025 00:00:00;001;94692046;397.22;2;1.41;67392053614;Calebe Almeida;Recanto de da Cruz, 58;35164312;4935;da Mata;02.385.719/0001-13;Ramos Barbosa S/A;7;16/02/2025 00:00:00;Atrasado;647;Em Rota;2;07/02/2025 00:00:00;nulla;Largo de Sales;198;Acaba Mundo;Silva de Ribeiro;PR;;03/03/2025 00:00:00;874125;303000204894740
28/02/2025 00:19:02;NATURA CN;6508204;12/03/2025 00:00:00;001;13072444;129.45;2;4.31;80410341929;Alícia Peixoto;Chácara Raquel Dias, 24;58844509;2320;do Campo;08.421.769/0001-95;Santos;8;25/03/2025 00:00:00;Atrasado;558;Entrega Realizada;1;13/02/2025 00:00:00;rem;Área Alves;815;Vila Vista Alegre;da Rosa de Aragão;MS;;11/03/2025 00:00:00;671288;687152502795029
29/01/2025 04:26:25;AVON;26756084;21/03/2025 00:00:00;001;48167605;401.38;2;3.72;46172537380;João Vitor Moreira;Loteamento Beatriz Cardoso, 6;62067814;2611;da Praia;83.614.792/0001-11;Fogaça;6;11/03/2025 00:00:00;No Prazo;939;Em Rota;1;11/02/2025 00:00:00;ducimus;Trecho de Melo;590;Antonio Ribeiro De Abreu 1ª Seção;Rezende do Norte;PR;;12/03/2025 00:00:00;670846;511173914987454
25/01/2025 12:26:07;AVON;62021738;20/03/2025 00:00:00;001;26518494;64.42;3;2.59;61475602885;Bryan Nogueira;Jardim de Novaes, 58;30828-572;5284;de Minas;94.365.278/0001-06;Pinto;3;02/03/2025 00:00:00;Finalizado No Prazo;965;Saiu para Entrega;1;03/01/2025 00:00:00;vitae;Colônia Ana Júlia Duarte;683;Acaiaca;Ramos Paulista;RR;;12/02/2025 00:00:00;963736;264100961698762
04/01/2025 13:41:37;AVON;59867948;18/01/2025 00:00:00;001;74982289;176.28;1;3.7;53931909891;Sra. Luiza Rodrigues;Viela Aragão, 91;98094-302;6008;Paulista;62.950.481/0001-53;Souza;8;25/02/2025 00:00:00;Finalizado No Prazo;229;Entrega Realizada;3;10/01/2025 00:00:00;asperiores;Trecho Thomas da Cruz;423;Jardim São José;Araújo;BA;;15/03/2025 00:00:00;955767;786007632618703
18/02/2025 01:52:35;NATURA CN;9666161;26/01/2025 00:00:00;001;4614330;235.45;3;3.23;47648248686;Sophia Pereira;Morro Cardoso, 36;25777-329;9317;do Campo;06.941.327/0001-44;Peixoto e Filhos;8;01/02/2025 00:00:00;Atrasado;368;Saiu para Entrega;1;24/03/2025 00:00:00;vero;Feira Júlia Pereira;612;Ermelinda;Aragão;BA;;15/02/2025 00:00:00;520524;820202640796688
24/01/2025 20:10:58;NATURA RN;65044804;27/02/2025 00:00:00;001;42666405;218.32;3;1.32;78491583730;Isabelly Pires;Área Alice Barbosa, 598;41425735;1131;das Pedras;80.493.172/0001-83;da Paz S/A;8;08/03/2025 00:00:00;No Prazo;425;Saiu para Entrega;2;10/03/2025 00:00:00;tenetur;Setor de Martins;385;Primeiro De Maio;da Cunha;PB;;17/01/2025 00:00:00;353946;537805432692731
09/01/2025 02:55:42;NATURA CN;90201410;23/02/2025 00:00:00;001;74867347;104.97;2;1.22;32941610821;André da Luz;Rua Davi Lucca Azevedo, 218;21060276;5517;de Minas;25.710.964/0001-54;Lopes Costa - EI;3;17/01/2025 00:00:00;Atrasado;652;Saiu para Entrega;2;16/03/2025 00:00:00;ipsa;Residencial Noah Pires;814;Lourdes;Duarte de Azevedo;ES;;19/01/2025 00:00:00;69542;799599285968321
24/03/2025 08:39:58;NATURA RN;75859001;11/02/2025 00:00:00;001;58244693;391.9;2;2.83;65996915407;Amanda Moraes;Vale Isaac das Neves, 907;75807152;1795;do Amparo;19.408.653/0001-32;Silveira - ME;1;31/01/2025 00:00:00;Atrasado;587;Entrega Realizada;2;18/03/2025 00:00:00;cupiditate;Aeroporto Rezende;225;Vila Mantiqueira;Monteiro;SP;;07/03/2025 00:00:00;568327;235241036083978
20/02/2025 14:35:06;AVON;68800659;27/01/2025 00:00:00;001;13262140;169.77;2;1.95;58432381688;Sr. Benjamin Moura;Vale João Pedro Rodrigues;91604151;7499;Alegre;74.295.603/0001-02;Lopes;3;16/02/2025 00:00:00;Atrasado;621;Entrega Realizada;3;08/02/2025 00:00:00;illo;Rua da Rocha;665;Juliana;Barbosa;GO;;13/02/2025 00:00:00;87570;972812229340162
16/01/2025 03:20:33;AVON;99667300;24/02/2025 00:00:00;001;26132359;279.9;1;3.3;47212335756;João Miguel Silva;Jardim Mendes, 25;99582915;6421;da Serra;57.146.890/0001-61;Peixoto;2;21/03/2025 00:00:00;Finalizado No Prazo;609;Saiu para Entrega;2;14/02/2025 00:00:00;aliquid;Favela Cauã Moura;24;Corumbiara;Rodrigues Paulista;GO;;10/01/2025 00:00:00;455416;853977193015604
20/02/2025 14:13:43;NATURA RN;45600270;22/02/2025 00:00:00;001;36003809;425.01;1;1.15;47991251978;Dra. Laís Azevedo;Estação Pedro da Paz, 222;51896-485;6431;das Pedras;08.753.926/0001-60;da Mata da Paz S.A.;8;25/02/2025 00:00:00;Finalizado No Prazo;787;Saiu para Entrega;2;26/03/2025 00:00:00;eligendi;Loteamento Caldeira;369;Vila Calafate;Melo de Goiás;SP;;09/02/2025 00:00:00;811685;398268521707673
28/02/2025 21:16:31;AVON;76415379;26/03/2025 00:00:00;001;2513538;460.84;3;0.12;84062078791;Heloísa Nogueira;Feira Ana Laura Araújo, 736;35913825;4362;do Oeste;70.958.236/0001-10;Carvalho Ltda.;3;23/01/2025 00:00:00;Atrasado;404;Em Rota;3;23/02/2025 00:00:00;vitae;Esplanada de Pires;596;Bom Jesus;da Rocha;MA;;08/01/2025 00:00:00;787153;446765412539643
20/02/2025 21:54:04;NATURA RN;7773593;17/01/2025 00:00:00;001;59808663;485.53;3;3.86;13322911767;Vitória da Conceição;Passarela de Dias, 25;12433-599;2364;do Sul;91.056.827/0001-72;Gomes;4;14/03/2025 00:00:00;Finalizado No Prazo;641;Em Rota;3;07/03/2025 00:00:00;consectetur;Via Diego Silva;316;Lajedo;Viana;RN;;23/03/2025 00:00:00;616126;791284852355002
02/01/2025 12:32:38;AVON;5185222;07/03/2025 00:00:00;001;94359933;473.72;3;1.15;32252946943;Laura Lopes;Loteamento de Correia, 50;82527-714;3516;Alegre;63.079.421/0001-70;Moraes;2;28/02/2025 00:00:00;Finalizado No Prazo;382;Entrega Realizada;2;23/01/2025 00:00:00;quisquam;Alameda Ana Beatriz Correia;400;Conjunto São Francisco De Assis;Carvalho;PB;;19/02/2025 00:00:00;444028;616572965424365
07/02/2025 23:25:10;AVON;89976330;12/02/2025 00:00:00;001;72133261;370.69;1;1.97;23172410401;Helena Freitas;Colônia Isabella Duarte;04514-169;3196;do Campo;79.641.528/0001-08;Cavalcanti;8;22/02/2025 00:00:00;No Prazo;264;Saiu para Entrega;1;27/03/2025 00:00:00;quo;Alameda de da Conceição;38;Jardim Leblon;Vieira do Oeste;RN;;21/02/2025 00:00:00;695116;817108498461150
07/01/2025 16:07:39;NATURA CN;49163090;27/01/2025 00:00:00;001;95015542;180.14;2;0.16;41237491592;Srta. Isadora Vieira;Avenida de da Mota, 95;43272-780;1570;do Amparo;38.459.761/0001-89;Rocha;4;04/01/2025 00:00:00;Atrasado;620;Entrega Realizada;3;08/01/2025 00:00:00;dolor;Passarela de Ferreira;44;Alta Tensão 2ª Seção;Castro do Norte;MS;;20/01/2025 00:00:00;781993;301246356512364
12/03/2025 20:46:08;NATURA RN;32715480;09/01/2025 00:00:00;001;63648683;175.76;1;2.15;83658723954;Mariana Moura;Trecho Caio da Mota;64484981;5551;Verde;15.402.678/0001-78;Silveira Carvalho - EI;5;11/03/2025 00:00:00;No Prazo;914;Em Rota;1;16/02/2025 00:00:00;molestias;Campo Marcos Vinicius Nogueira;272;Vila Petropolis;da Cruz do Galho;BA;;11/01/2025 00:00:00;145356;559355688493776
19/02/2025 23:50:27;AVON;76998759;26/02/2025 00:00:00;001;63089589;57.75;2;2.08;16311258671;Vinicius Rezende;Trecho Lorenzo Freitas, 15;38638200;2028;de Goiás;29.405.678/0001-36;Nascimento S/A;1;07/02/2025 00:00:00;Finalizado No Prazo;174;Saiu para Entrega;3;25/02/2025 00:00:00;commodi;Estrada de Jesus;524;Grajaú;Costela do Oeste;RO;;17/03/2025 00:00:00;473731;652587242150820
12/02/2025 04:11:03;AVON;25293807;22/02/2025 00:00:00;001;54591736;396.95;2;4.29;76359774553;Lara Rocha;Conjunto de Martins, 73;60773633;5958;do Amparo;36.415.720/0001-65;Fogaça;6;21/02/2025 00:00:00;No Prazo;739;Em Rota;3;15/03/2025 00:00:00;distinctio;Praia Maria Cecília Melo;492;União;Nogueira de da Cunha;BA;;06/03/2025 00:00:00;540260;735127151135429
04/01/2025 19:32:34;AVON;62076613;09/02/2025 00:00:00;001;82811306;96.32;2;0.96;12479027920;Benjamin da Rocha;Ladeira de Silveira, 69;58735-487;6605;da Praia;75.428.613/0001-23;Oliveira;8;16/03/2025 00:00:00;No Prazo;316;Saiu para Entrega;1;29/01/2025 00:00:00;laboriosam;Viaduto de Rocha;15;Bonsucesso;Freitas;DF;;01/01/2025 00:00:00;724818;846800371864360
12/01/2025 14:11:08;AVON;10673656;03/02/2025 00:00:00;001;75697068;245.7;1;3.22;12875709129;Sra. Ana Júlia Moreira;Conjunto Peixoto, 57;45791-230;7998;das Flores;35.608.412/0001-93;Aragão S.A.;8;01/01/2025 00:00:00;Atrasado;550;Saiu para Entrega;2;17/02/2025 00:00:00;et;Alameda de Dias;581;Mangabeiras;da Rocha;SC;;17/03/2025 00:00:00;572808;268447015472735
16/02/2025 18:05:49;NATURA CN;22931173;10/01/2025 00:00:00;001;82890764;127.93;1;4.75;77393684626;Luiz Gustavo da Cruz;Campo de Mendes, 362;65117265;6353;dos Dourados;60.598.247/0001-83;Barbosa;3;14/02/2025 00:00:00;No Prazo;616;Em Rota;3;06/01/2025 00:00:00;tempora;Travessa Levi Pires;866;Jardim Felicidade;Melo das Flores;SC;;01/02/2025 00:00:00;557290;999663467794759
07/01/2025 16:32:35;AVON;64706799;02/01/2025 00:00:00;001;5513813;156.59;3;2.21;37185257519;Raquel da Mota;Conjunto de Pereira, 819;99621-632;8646;Verde;05.967.284/0001-03;da Mata Barros - ME;5;26/03/2025 00:00:00;Finalizado No Prazo;941;Em Rota;1;07/02/2025 00:00:00;expedita;Morro Freitas;362;Bom Jesus;da Paz;SP;;13/01/2025 00:00:00;390382;706003435338876
20/01/2025 10:00:49;NATURA RN;12198902;09/01/2025 00:00:00;001;9378384;396.7;2;0.23;11148045231;Emanuella Ferreira;Distrito de Teixeira, 92;26062100;3271;da Serra;39.024.186/0001-54;Teixeira S.A.;7;22/03/2025 00:00:00;Finalizado No Prazo;299;Saiu para Entrega;2;25/03/2025 00:00:00;dolores;Parque Monteiro;143;Novo Ouro Preto;Correia de Goiás;MG;;08/03/2025 00:00:00;306261;97440189643244
03/03/2025 09:26:30;NATURA RN;47828358;14/01/2025 00:00:00;001;82107061;351.88;2;3.86;86992375428;Ana Julia Teixeira;Trecho de Mendes, 47;75030-033;5416;Alegre;90.543.217/0001-30;Pinto Monteiro S/A;7;02/01/2025 00:00:00;Finalizado No Prazo;965;Saiu para Entrega;2;05/01/2025 00:00:00;debitis;Fazenda Nogueira;639;Estrela;Farias da Serra;DF;;18/03/2025 00:00:00;706130;546183903512410
02/02/2025 08:14:34;AVON;75312874;01/01/2025 00:00:00;001;12013412;214.72;1;0.77;78049421201;Kamilly Rocha;Largo da Cunha, 913;06063-493;4314;do Campo;13.270.584/0001-67;da Rocha;8;25/02/2025 00:00:00;No Prazo;328;Saiu para Entrega;1;07/03/2025 00:00:00;voluptates;Vereda Nunes;472;Taquaril;Viana;MA;;11/03/2025 00:00:00;506530;24091812821566
17/03/2025 08:36:32;NATURA RN;92896107;21/03/2025 00:00:00;001;93030552;180.55;1;3.8;33994234512;Caio Martins;Distrito da Costa, 23;18559-093;3129;da Mata;49.715.362/0001-58;Silveira S/A;1;28/03/2025 00:00:00;No Prazo;933;Em Rota;3;09/02/2025 00:00:00;explicabo;Loteamento Júlia Cunha;584;Horto;Porto de Goiás;AM;;07/03/2025 00:00:00;240771;873902319311223
24/02/2025 06:50:44;NATURA RN;46262426;11/01/2025 00:00:00;001;4298684;226.61;2;0.98;6248370373;Luigi Melo;Jardim Lima, 73;34045815;6805;do Galho;83.247.956/0001-10;Mendes;7;09/02/2025 00:00:00;No Prazo;973;Entrega Realizada;2;03/02/2025 00:00:00;neque;Estação Cardoso;312;Nossa Senhora Da Conceição;Dias;AP;;08/02/2025 00:00:00;305197;235974469123937
14/03/2025 23:28:33;NATURA CN;98258664;24/03/2025 00:00:00;001;54282881;453.19;1;2.26;48169309628;Davi Luiz Cardoso;Passarela da Mata, 82;41183189;4489;do Amparo;90.634.572/0001-15;Fogaça;4;19/02/2025 00:00:00;Finalizado No Prazo;425;Em Rota;1;21/02/2025 00:00:00;maiores;Colônia Barbosa;374;Maria Goretti;da Cunha;CE;;11/02/2025 00:00:00;499435;246131827935194
24/02/2025 02:15:51;NATURA RN;86410585;15/03/2025 00:00:00;001;3203848;226.76;2;0.99;7893261574;Paulo Souza;Lagoa de Correia, 969;68729683;1803;da Mata;85.260.319/0001-09;Lopes - EI;1;27/01/2025 00:00:00;No Prazo;667;Saiu para Entrega;2;13/01/2025 00:00:00;consequatur;Favela Moura;302;Alto Dos Pinheiros;Martins;RR;;27/02/2025 00:00:00;891555;862072238606476
