Data Inserção;Tipo Entrega;Pedido;Data Nfe;Serie Nfe;Número Nfe;Valor Nfe;Qtd. Volumes;Peso;Remessa;Nome Destinatário;Endereço Completo;CEP;Cód. CD;CD;CNPJ/CPF Dest.;Transportador;Lead Time;Data Prev. Entrega;Status Prazo;ID Últ. Ocr.;Última Ocorrência;Chave Últ. Ocr.;Data Última Ocr.;Agrupador;Endereço;Numero;Bairro;Cidades;UF;Etiquetas;Chegada na Transportadora;Cod. Vendedor;Chave NFe
23/01/2025 01:54:07;NATURA RN;82576960;03/01/2025 00:00:00;001;3031406;167.79;3;1.12;74668896942;Emanuel Cavalcanti;Feira Cauê da Costa, 88;46631995;1789;do Campo;73.948.261/0001-01;Pires;4;01/01/2025 00:00:00;Atrasado;609;Entrega Realizada;2;20/03/2025 00:00:00;deserunt;Quadra de Farias;741;Jardim América;Duarte dos Dourados;RS;;18/03/2025 00:00:00;18117;312438893252443
03/02/2025 18:37:57;AVON;44894696;01/01/2025 00:00:00;001;27095117;338.29;2;0.87;47022245332;Dra. Heloísa da Luz;Vereda Sarah Moraes, 526;03584-947;9077;do Oeste;24.185.690/0001-69;Costela Alves S.A.;3;20/03/2025 00:00:00;No Prazo;638;Em Rota;3;18/03/2025 00:00:00;sit;Jardim de Moraes;625;Vila Suzana Segunda Seção;da Costa de Oliveira;AL;;24/02/2025 00:00:00;390743;69719638840080
01/01/2025 13:04:01;NATURA RN;71726068;28/02/2025 00:00:00;001;30359282;312.27;1;3.09;31367536648;Fernando da Paz;Travessa de Martins, 60;00552154;6954;Paulista;05.963.782/0001-88;Duarte;8;27/03/2025 00:00:00;Finalizado No Prazo;134;Em Rota;2;02/03/2025 00:00:00;porro;Praça de Pinto;606;Concórdia;Campos das Flores;SP;;12/01/2025 00:00:00;98041;194471861972889
06/01/2025 15:23:07;AVON;996106;24/01/2025 00:00:00;001;2096380;298.64;3;4.82;448394031;Stella Freitas;Via de Rocha, 50;69987-163;4679;da Praia;49.601.378/0001-30;Viana e Filhos;5;26/03/2025 00:00:00;Atrasado;479;Entrega Realizada;2;25/02/2025 00:00:00;quae;Viaduto de Alves;157;Vila Suzana Segunda Seção;Moreira;PR;;19/01/2025 00:00:00;845311;578802306003984
01/02/2025 03:26:55;NATURA RN;17716094;27/02/2025 00:00:00;001;27230752;317.06;3;2.0;37862066398;Nina da Cunha;Lago Pereira, 32;57063118;9242;de Goiás;29.457.630/0001-71;Porto Moreira - EI;2;18/01/2025 00:00:00;No Prazo;854;Em Rota;1;20/02/2025 00:00:00;est;Loteamento de Costa;230;Jardim Leblon;da Paz de Sales;MA;;03/01/2025 00:00:00;408778;834728585287063
26/02/2025 21:18:36;NATURA CN;67707245;18/01/2025 00:00:00;001;36651957;173.34;2;2.85;17225936471;André Araújo;Lago de Carvalho, 95;14383-950;2454;da Praia;20.365.187/0001-34;Ferreira - EI;2;18/03/2025 00:00:00;Atrasado;215;Em Rota;2;02/02/2025 00:00:00;facere;Rodovia Vitor Oliveira;981;Confisco;Cavalcanti de da Paz;PA;;25/01/2025 00:00:00;799558;713484341757904
25/03/2025 06:34:03;NATURA CN;87627872;16/01/2025 00:00:00;001;58033477;22.34;2;1.53;16657530585;Lucas Gabriel Duarte;Loteamento Catarina Cardoso, 6;09458-924;9265;da Mata;71.082.963/0001-20;Rocha S/A;2;07/03/2025 00:00:00;No Prazo;509;Entrega Realizada;3;20/02/2025 00:00:00;explicabo;Trevo Martins;599;Vitoria;Novaes;SE;;07/03/2025 00:00:00;348051;444476637200
04/02/2025 20:47:02;AVON;77687682;19/01/2025 00:00:00;001;79718248;16.4;2;4.21;14757769572;Gustavo Rezende;Avenida da Conceição, 99;26800-305;3743;de Goiás;93.261.457/0001-30;Almeida Cardoso S/A;6;27/03/2025 00:00:00;Finalizado No Prazo;357;Saiu para Entrega;3;17/01/2025 00:00:00;voluptates;Favela João Felipe Gonçalves;542;Vila Engenho Nogueira;Martins da Serra;CE;;27/01/2025 00:00:00;601389;61270590954976
10/03/2025 23:28:37;NATURA RN;26307837;11/03/2025 00:00:00;001;31433336;243.97;3;3.9;61674368419;Mirella das Neves;Lago Correia, 66;74718479;6298;Alegre;42.960.815/0001-62;Peixoto;3;03/03/2025 00:00:00;Finalizado No Prazo;221;Entrega Realizada;2;26/01/2025 00:00:00;quam;Quadra de Campos;747;Mangabeiras;da Conceição Grande;SP;;17/01/2025 00:00:00;210760;376545683861364
19/01/2025 05:32:57;NATURA RN;97744978;20/03/2025 00:00:00;001;56326966;251.38;3;0.6;43663754641;Leonardo Jesus;Rodovia Cavalcanti, 34;00307-882;4225;das Flores;87.143.965/0001-11;Caldeira S.A.;6;12/01/2025 00:00:00;Atrasado;913;Entrega Realizada;2;24/01/2025 00:00:00;nisi;Pátio Bruno da Cunha;778;Vila Fumec;Pires;PE;;11/03/2025 00:00:00;616673;255085596189539
11/02/2025 22:37:25;AVON;74546036;15/02/2025 00:00:00;001;57202488;350.62;3;4.43;27231520977;Gustavo Henrique Ribeiro;Esplanada de Dias, 87;07115021;1974;da Praia;97.385.241/0001-38;da Conceição;2;04/01/2025 00:00:00;Finalizado No Prazo;102;Entrega Realizada;2;23/03/2025 00:00:00;sapiente;Lagoa Carvalho;464;Vila Canto Do Sabiá;da Paz;ES;;23/03/2025 00:00:00;666965;225664364511157
17/02/2025 16:36:34;NATURA CN;72206302;06/02/2025 00:00:00;001;19299056;178.06;2;2.17;12494640065;Calebe Novaes;Estrada de Fogaça, 59;00628-493;3208;Paulista;25.401.763/0001-75;da Rosa da Luz S/A;8;18/01/2025 00:00:00;Atrasado;399;Entrega Realizada;3;09/03/2025 00:00:00;culpa;Jardim Moreira;432;Fazendinha;Oliveira do Galho;MT;;02/03/2025 00:00:00;602313;364118172673637
09/03/2025 15:52:39;AVON;61887563;01/03/2025 00:00:00;001;32411457;308.09;1;3.6;24167514828;Eduarda Gomes;Viaduto Mendes, 13;07453-701;2332;do Campo;89.025.143/0001-61;da Cruz S.A.;5;05/01/2025 00:00:00;No Prazo;135;Em Rota;2;08/01/2025 00:00:00;voluptate;Feira de Novaes;824;Alto Vera Cruz;Melo de Martins;MS;;02/03/2025 00:00:00;824980;429269347425559
16/02/2025 14:23:50;NATURA CN;39633406;03/02/2025 00:00:00;001;51993683;91.54;2;4.9;7658508945;Srta. Valentina Moura;Pátio de Fogaça, 23;32189049;5573;do Norte;26.078.153/0001-45;da Cruz;7;15/02/2025 00:00:00;Atrasado;551;Saiu para Entrega;1;19/02/2025 00:00:00;itaque;Praia Pietro Viana;532;Gutierrez;Santos;TO;;19/03/2025 00:00:00;858815;391159964914792
03/02/2025 06:36:58;NATURA RN;32340657;14/03/2025 00:00:00;001;91348015;487.72;2;0.95;74837493314;Sr. Gabriel Nunes;Setor Rebeca Novaes, 998;72571575;8735;da Praia;02.871.963/0001-96;da Paz Carvalho - ME;6;04/02/2025 00:00:00;No Prazo;559;Saiu para Entrega;3;17/02/2025 00:00:00;iste;Alameda de Correia;623;Canadá;Jesus de Goiás;PB;;05/03/2025 00:00:00;768743;291374641118905
01/03/2025 06:48:21;AVON;39659513;19/01/2025 00:00:00;001;45730444;59.55;2;1.32;54000485700;Sr. Lucas Novaes;Trecho Moura, 75;02155455;2154;do Sul;34.510.278/0001-20;Pires da Rosa - ME;3;05/01/2025 00:00:00;Atrasado;547;Saiu para Entrega;2;24/02/2025 00:00:00;quisquam;Colônia Ian Oliveira;765;Caiçaras;da Paz;PR;;18/03/2025 00:00:00;985092;106004082590279
03/02/2025 01:29:01;AVON;25117993;08/02/2025 00:00:00;001;49048736;242.46;3;1.08;78856480147;Luiz Miguel da Luz;Praia de da Mata;16376451;5306;Alegre;29.608.173/0001-79;Silva - ME;3;02/03/2025 00:00:00;No Prazo;868;Entrega Realizada;3;17/03/2025 00:00:00;nostrum;Trecho da Rosa;991;Vila Pilar;Fogaça da Praia;RJ;;24/01/2025 00:00:00;570942;622770806693390
07/01/2025 12:56:38;AVON;92235624;02/03/2025 00:00:00;001;36700338;361.01;1;3.29;53105340155;Dra. Ana da Costa;Parque de Moura, 48;30460107;3996;da Prata;74.306.285/0001-20;Souza Lopes - EI;1;06/01/2025 00:00:00;No Prazo;858;Em Rota;2;12/03/2025 00:00:00;dolores;Via Freitas;310;Granja De Freitas;Lopes;RN;;23/02/2025 00:00:00;385822;303698458652824
25/02/2025 04:39:46;AVON;56179705;17/02/2025 00:00:00;001;19873382;188.71;2;2.7;59358606791;Dr. Henrique Mendes;Ladeira Pires, 54;23872-267;2075;das Flores;08.954.237/0001-13;Nogueira da Mota e Filhos;5;08/03/2025 00:00:00;Atrasado;282;Em Rota;2;19/01/2025 00:00:00;eligendi;Travessa de da Rosa;478;Biquinhas;Melo Grande;PR;;04/02/2025 00:00:00;462889;197128698391186
20/01/2025 23:45:08;NATURA RN;23259958;16/01/2025 00:00:00;001;24098958;217.06;2;3.39;7596731275;Thiago Silva;Viaduto Teixeira, 16;50531-144;3768;Verde;85.307.294/0001-51;Barbosa Porto Ltda.;7;25/03/2025 00:00:00;No Prazo;348;Entrega Realizada;3;07/02/2025 00:00:00;eaque;Residencial Barbosa;808;Ipiranga;Rocha da Praia;SE;;26/02/2025 00:00:00;369737;485091213674736
23/03/2025 14:27:11;NATURA RN;44443079;25/01/2025 00:00:00;001;11371668;234.61;3;4.06;74326040520;Beatriz Lima;Recanto Costela, 71;11050983;4059;do Campo;34.276.089/0001-35;Freitas;3;07/03/2025 00:00:00;Atrasado;595;Entrega Realizada;2;24/02/2025 00:00:00;beatae;Vila Ramos;379;Biquinhas;Silveira;PA;;21/01/2025 00:00:00;560657;83635913320470
23/01/2025 10:12:49;NATURA CN;84967201;22/02/2025 00:00:00;001;33994794;312.87;1;3.13;45041910264;Nathan Dias;Quadra Cunha, 97;76026-330;2868;da Mata;10.746.239/0001-69;Pinto Correia - ME;7;29/01/2025 00:00:00;Atrasado;131;Saiu para Entrega;1;04/01/2025 00:00:00;velit;Residencial Igor da Mota;444;Vila Nova Gameleira 1ª Seção;Castro;TO;;23/01/2025 00:00:00;673565;681385454366454
06/03/2025 09:01:04;AVON;15739549;01/01/2025 00:00:00;001;34759933;106.52;3;3.36;61645385466;Laís Moraes;Parque Calebe Moura, 57;53068661;5539;Paulista;75.149.280/0001-01;Pires e Filhos;5;04/02/2025 00:00:00;No Prazo;659;Em Rota;2;11/03/2025 00:00:00;mollitia;Quadra de Vieira;120;Maravilha;Costa;SC;;11/02/2025 00:00:00;920161;308814069785676
16/02/2025 12:20:07;NATURA CN;27731239;20/01/2025 00:00:00;001;33486190;482.56;3;2.29;1475968167;Luiz Miguel Silva;Colônia Agatha Martins, 84;19844791;2984;do Sul;49.175.238/0001-47;Costa Campos S.A.;2;20/01/2025 00:00:00;Atrasado;646;Em Rota;3;01/02/2025 00:00:00;porro;Distrito de Ferreira;307;Vila União;Lima;RS;;02/02/2025 00:00:00;967677;485158741660542
24/03/2025 10:40:20;NATURA CN;30913447;21/02/2025 00:00:00;001;25584637;441.15;2;1.19;9900033005;Júlia da Luz;Colônia Manuela Peixoto, 88;34792418;3177;da Serra;43.057.268/0001-72;Cunha Costa Ltda.;2;20/03/2025 00:00:00;Finalizado No Prazo;773;Saiu para Entrega;2;30/01/2025 00:00:00;et;Pátio Marcos Vinicius Costa;11;Paquetá;Novaes dos Dourados;MA;;24/01/2025 00:00:00;167487;572579254676118
05/02/2025 04:38:03;NATURA CN;46267427;22/01/2025 00:00:00;001;97183919;33.3;3;3.46;66685005200;Luigi Ferreira;Morro Ana Julia da Luz, 813;58948119;9906;da Mata;04.835.916/0001-12;Barbosa;4;09/02/2025 00:00:00;No Prazo;200;Em Rota;2;27/01/2025 00:00:00;nemo;Estrada Vitor Gabriel Azevedo;198;Renascença;Martins;SP;;11/02/2025 00:00:00;643503;114431160892716
12/03/2025 18:43:40;NATURA CN;38621023;25/01/2025 00:00:00;001;88105475;447.38;2;4.7;1375507224;Yuri Cavalcanti;Residencial Gonçalves, 208;20926-378;8849;Alegre;86.243.709/0001-33;Freitas Cardoso - ME;3;09/03/2025 00:00:00;Atrasado;503;Em Rota;2;24/03/2025 00:00:00;nulla;Conjunto Lima;486;Copacabana;Rodrigues do Galho;SE;;20/02/2025 00:00:00;575211;57697329879165
15/02/2025 04:14:59;AVON;5411965;01/02/2025 00:00:00;001;23982393;49.47;2;0.95;99512553452;Emanuella Aragão;Viaduto de da Mata, 67;93556871;2722;Verde;52.037.819/0001-27;Caldeira;5;30/01/2025 00:00:00;No Prazo;932;Em Rota;3;06/03/2025 00:00:00;quas;Trevo Pereira;389;União;Viana;RO;;19/01/2025 00:00:00;440788;927513949010441
05/01/2025 10:42:56;NATURA CN;63966294;15/02/2025 00:00:00;001;96768070;490.76;1;2.47;4789804894;Ana Clara Ferreira;Distrito Ribeiro, 75;78661-962;9852;da Mata;03.594.827/0001-69;Lopes - ME;1;03/03/2025 00:00:00;Atrasado;593;Entrega Realizada;3;03/01/2025 00:00:00;ullam;Rua Yago Barros;885;Vila São Rafael;Oliveira;AL;;05/03/2025 00:00:00;767876;738324773238254
06/01/2025 22:59:37;NATURA RN;26470339;19/01/2025 00:00:00;001;19996701;453.55;1;1.45;9030270937;Nicole Silva;Campo da Paz, 66;84748-606;1423;Paulista;16.379.248/0001-45;da Cruz;2;01/03/2025 00:00:00;Finalizado No Prazo;526;Saiu para Entrega;3;16/01/2025 00:00:00;doloremque;Campo de Cardoso;697;Buraco Quente;Rocha Alegre;PI;;01/02/2025 00:00:00;781849;241178401734270
03/01/2025 03:54:44;NATURA RN;55170363;01/02/2025 00:00:00;001;55074558;101.47;3;2.18;24772425505;Ana Laura Cardoso;Vila Ana Julia Santos, 16;13968-567;1851;de Minas;48.613.097/0001-34;Gomes Rezende Ltda.;7;10/03/2025 00:00:00;No Prazo;613;Em Rota;1;04/01/2025 00:00:00;quia;Travessa de Cardoso;470;Castelo;Pinto;MT;;02/03/2025 00:00:00;839473;100173003960172
14/03/2025 09:00:17;NATURA CN;84371056;19/03/2025 00:00:00;001;72602163;12.1;3;0.16;35717063817;Srta. Brenda Peixoto;Loteamento Farias;46124173;5763;de Minas;42.970.351/0001-75;Pinto;7;07/03/2025 00:00:00;No Prazo;863;Em Rota;3;16/03/2025 00:00:00;ex;Campo Novaes;325;Vila Jardim Montanhes;Correia de das Neves;AP;;09/01/2025 00:00:00;537447;977397604334125
14/01/2025 18:19:22;NATURA RN;70498383;27/03/2025 00:00:00;001;42780100;132.49;2;1.46;83510400483;Lucas Dias;Avenida de Moura, 98;79856837;6309;do Norte;95.014.872/0001-15;Alves Moura S.A.;7;07/01/2025 00:00:00;No Prazo;332;Em Rota;2;08/03/2025 00:00:00;occaecati;Quadra Nogueira;865;Santa Monica;Fernandes;SP;;04/03/2025 00:00:00;502554;505049798512198
21/03/2025 21:08:37;NATURA RN;49454566;01/03/2025 00:00:00;001;87086220;205.8;3;1.89;71007864552;Lucas das Neves;Fazenda de da Cunha;54022-555;9450;da Prata;24.098.153/0001-81;Fernandes;2;27/02/2025 00:00:00;Finalizado No Prazo;135;Em Rota;1;17/02/2025 00:00:00;quia;Pátio Nascimento;825;Conjunto Jatoba;Fogaça;DF;;05/03/2025 00:00:00;680192;742891124826581
31/01/2025 21:27:07;NATURA RN;2666951;05/03/2025 00:00:00;001;64059961;148.11;3;1.28;22432568534;Luna da Cruz;Via Laís Sales, 29;16483-625;7925;do Oeste;16.230.978/0001-80;Cardoso S.A.;3;13/01/2025 00:00:00;Atrasado;247;Entrega Realizada;3;22/01/2025 00:00:00;doloribus;Fazenda Vinicius Martins;998;São Bernardo;Araújo do Oeste;PE;;25/01/2025 00:00:00;446774;865463839417696
22/02/2025 01:13:41;NATURA RN;39558930;19/01/2025 00:00:00;001;25334746;483.21;1;3.33;6585054367;João Guilherme Viana;Aeroporto Heloísa Lima, 9;41064-126;1267;Verde;24.075.938/0001-39;da Cunha;4;19/03/2025 00:00:00;Atrasado;332;Saiu para Entrega;2;01/02/2025 00:00:00;blanditiis;Viela Clarice Ferreira;351;Indaiá;da Mota;AP;;15/01/2025 00:00:00;411046;728972234103005
01/03/2025 20:35:55;NATURA CN;38902022;27/02/2025 00:00:00;001;70480437;28.6;1;1.38;51032204957;Vitor Gabriel Rodrigues;Pátio Correia;47175234;5303;de Minas;59.107.843/0001-34;da Mata;8;11/02/2025 00:00:00;Atrasado;200;Saiu para Entrega;3;24/02/2025 00:00:00;nobis;Ladeira de Peixoto;339;João Pinheiro;Silva Alegre;AC;;03/01/2025 00:00:00;765987;825787295007321
16/01/2025 19:54:56;AVON;91423083;19/01/2025 00:00:00;001;27204152;281.03;1;0.69;93318532270;Isadora Duarte;Avenida da Rosa, 55;72821-437;4918;Alegre;82.145.970/0001-40;Pinto e Filhos;5;06/02/2025 00:00:00;Atrasado;630;Entrega Realizada;1;13/02/2025 00:00:00;quas;Setor Letícia Moreira;720;Zilah Sposito;Cunha;PI;;23/02/2025 00:00:00;142631;117894211838965
10/02/2025 03:12:25;AVON;43817618;17/01/2025 00:00:00;001;25230794;481.35;2;3.24;57779861012;Bryan Castro;Travessa Correia;50786-244;9687;dos Dourados;40.832.176/0001-24;da Costa Monteiro S.A.;8;27/02/2025 00:00:00;Atrasado;494;Em Rota;1;21/01/2025 00:00:00;accusantium;Quadra da Mota;961;Novo Tupi;Fernandes de da Costa;RJ;;27/02/2025 00:00:00;842942;154337056899063
01/03/2025 04:08:49;NATURA RN;19996668;26/02/2025 00:00:00;001;13932762;180.67;2;4.52;39255535856;Kamilly Barbosa;Residencial Costa;59386-107;9693;do Campo;40.639.275/0001-94;Lopes;5;14/01/2025 00:00:00;Finalizado No Prazo;613;Entrega Realizada;1;19/01/2025 00:00:00;fuga;Rua de Nunes;769;Vila Sesc;Gomes da Mata;RS;;27/01/2025 00:00:00;734757;123902473040049
19/03/2025 12:38:37;AVON;2110463;06/01/2025 00:00:00;001;54636286;433.54;3;4.65;84880628473;Alice Moura;Lago Costa, 1;83737871;2668;do Campo;51.892.467/0001-24;Cardoso;5;28/03/2025 00:00:00;No Prazo;326;Saiu para Entrega;1;04/01/2025 00:00:00;similique;Jardim de Campos;135;Grajaú;Cardoso;BA;;23/03/2025 00:00:00;653215;315502454570354
06/02/2025 20:53:28;NATURA RN;53255465;09/02/2025 00:00:00;001;18256762;106.86;2;1.32;8002049263;Joaquim Alves;Conjunto Thiago Carvalho, 15;18133-138;4909;da Praia;60.891.357/0001-39;Ribeiro - ME;8;28/03/2025 00:00:00;Finalizado No Prazo;950;Entrega Realizada;1;09/01/2025 00:00:00;dolor;Lagoa Teixeira;456;Solar Do Barreiro;Gonçalves;PE;;23/01/2025 00:00:00;314353;417216459784600
29/01/2025 20:55:38;AVON;69809325;26/02/2025 00:00:00;001;60347924;323.84;2;1.22;8952589732;Pedro Lucas da Mota;Vale Vitor Hugo Teixeira, 93;31064883;8219;do Amparo;48.319.052/0001-51;Dias;1;09/03/2025 00:00:00;Finalizado No Prazo;485;Saiu para Entrega;3;25/03/2025 00:00:00;doloribus;Rua Raul Lopes;550;Cardoso;Silva;RN;;07/02/2025 00:00:00;106883;53785333525437
26/03/2025 11:26:27;AVON;64167083;07/02/2025 00:00:00;001;33476159;267.83;3;0.45;87567510538;Dra. Caroline Castro;Quadra Mendes, 53;76133250;1523;dos Dourados;31.698.475/0001-27;Cardoso;4;30/01/2025 00:00:00;Atrasado;687;Em Rota;1;20/03/2025 00:00:00;itaque;Lago Almeida;444;Pedreira Padro Lopes;Novaes;AM;;02/03/2025 00:00:00;511585;166204946984379
24/01/2025 18:16:16;NATURA CN;95130098;30/01/2025 00:00:00;001;1582856;332.37;1;3.16;93661760277;Theo Lima;Condomínio Larissa Nunes, 12;81014823;2762;de Goiás;52.468.701/0001-53;da Paz - EI;6;12/02/2025 00:00:00;Finalizado No Prazo;831;Entrega Realizada;3;17/03/2025 00:00:00;vitae;Setor Emanuel Pinto;305;Mirante;Melo Alegre;RR;;22/03/2025 00:00:00;69695;304681294064013
23/01/2025 22:31:31;NATURA CN;24310198;08/02/2025 00:00:00;001;5308139;289.2;1;4.69;56326558026;Cauã Nascimento;Condomínio de Souza, 85;71767-535;7078;da Prata;04.871.295/0001-22;Gomes da Mota Ltda.;6;24/03/2025 00:00:00;Atrasado;840;Entrega Realizada;2;01/01/2025 00:00:00;illum;Jardim Cecília da Paz;388;Vila Calafate;Teixeira;DF;;13/02/2025 00:00:00;771670;644831238170341
28/02/2025 00:53:06;AVON;23239922;04/03/2025 00:00:00;001;9718416;445.82;1;4.15;75137467918;Stephany Porto;Condomínio Stephany Novaes, 87;48636085;6736;de Minas;20.539.867/0001-27;Souza - EI;1;14/03/2025 00:00:00;Atrasado;534;Entrega Realizada;2;18/03/2025 00:00:00;repudiandae;Área Cardoso;415;Vila Oeste;Campos;AC;;02/01/2025 00:00:00;229330;507048167307719
06/01/2025 08:42:19;AVON;27569302;12/02/2025 00:00:00;001;56598188;302.7;1;4.7;5136711090;Danilo Nogueira;Rua Pietra Melo, 395;04455-412;8777;das Pedras;63.821.975/0001-09;Caldeira Alves e Filhos;1;03/02/2025 00:00:00;Finalizado No Prazo;475;Entrega Realizada;1;22/02/2025 00:00:00;velit;Núcleo Souza;372;Jardim Montanhês;Carvalho;MT;;24/03/2025 00:00:00;496686;632506851973950
14/01/2025 12:36:44;NATURA RN;22104432;26/03/2025 00:00:00;001;60519690;409.99;2;3.63;51626704706;Ryan Silveira;Setor Cavalcanti, 228;35102042;9003;da Praia;39.107.264/0001-84;Lima;4;24/01/2025 00:00:00;Finalizado No Prazo;895;Entrega Realizada;2;31/01/2025 00:00:00;ducimus;Parque Fogaça;707;Alpes;Pires;AC;;10/01/2025 00:00:00;504591;510011970473494
19/03/2025 06:36:59;NATURA CN;3214324;03/01/2025 00:00:00;001;97839227;342.66;3;4.41;84141606282;Murilo da Luz;Via de Correia, 6;25891-698;7417;das Flores;36.805.971/0001-56;Rezende Lima e Filhos;6;28/02/2025 00:00:00;No Prazo;828;Em Rota;3;27/01/2025 00:00:00;atque;Morro Luiza da Mata;798;Suzana;Araújo;RN;;05/01/2025 00:00:00;39818;121227458004825
26/01/2025 04:04:14;NATURA CN;89883029;01/03/2025 00:00:00;001;12459526;259.29;3;0.46;20954404985;Lívia da Mota;Feira Melo, 1;96835-215;7028;Paulista;21.740.836/0001-00;Ribeiro Costela e Filhos;6;16/03/2025 00:00:00;Atrasado;673;Saiu para Entrega;3;27/03/2025 00:00:00;neque;Viaduto Moura;844;Santa Rosa;Pinto de Farias;RS;;25/02/2025 00:00:00;822574;271164052704316
