Data Inserção;Tipo Entrega;Pedido;Data Nfe;Serie Nfe;Número Nfe;Valor Nfe;Qtd. Volumes;Peso;Remessa;Nome Destinatário;Endereço Completo;CEP;Cód. CD;CD;CNPJ/CPF Dest.;Transportador;Lead Time;Data Prev. Entrega;Status Prazo;ID Últ. Ocr.;Última Ocorrência;Chave Últ. Ocr.;Data Última Ocr.;Agrupador;Endereço;Numero;Bairro;Cidades;UF;Etiquetas;Chegada na Transportadora;Cod. Vendedor;Chave NFe
03/01/2025 01:37:32;NATURA RN;29185616;15/01/2025 00:00:00;001;37126296;31.54;1;3.21;95588641570;Daniela Gomes;Setor de da Mata, 463;70002-317;2794;das Flores;80.261.435/0001-29;Cavalcanti Moraes S.A.;7;07/02/2025 00:00:00;No Prazo;224;Em Rota;2;28/02/2025 00:00:00;voluptas;Rodovia Pereira;764;Pantanal;Rezende do Campo;PB;;25/03/2025 00:00:00;166587;766566175359498
26/03/2025 05:42:28;NATURA RN;65499016;27/03/2025 00:00:00;001;57228250;103.99;2;3.46;79289008139;Ana Luiza Cardoso;Trecho Vitória Caldeira, 69;52607-905;6198;Grande;62.935.170/0001-15;Cardoso - ME;4;02/03/2025 00:00:00;Finalizado No Prazo;822;Em Rota;3;13/02/2025 00:00:00;nobis;Morro Ana Laura Dias;848;Vila Antena;Cardoso;SE;;09/03/2025 00:00:00;423857;565401597546050
06/01/2025 00:36:25;AVON;52286874;05/01/2025 00:00:00;001;25009553;349.61;1;1.8;17458022101;Leandro Martins;Jardim Thiago Cardoso, 17;55573532;6371;Paulista;07.892.635/0001-90;Ferreira S/A;6;24/03/2025 00:00:00;No Prazo;768;Em Rota;1;20/03/2025 00:00:00;ullam;Estrada Aragão;956;Vila Betânia;da Rosa;BA;;15/01/2025 00:00:00;746916;661295659358653
15/02/2025 08:42:14;NATURA RN;56952977;25/01/2025 00:00:00;001;7727298;141.82;1;0.16;3972393810;Sabrina Rezende;Feira Mendes, 49;43630474;1273;do Sul;80.374.291/0001-17;Jesus Ltda.;2;21/03/2025 00:00:00;No Prazo;526;Entrega Realizada;2;25/03/2025 00:00:00;aliquid;Residencial Pires;647;Parque São Pedro;Viana do Campo;SE;;10/01/2025 00:00:00;319997;503864127304720
11/02/2025 19:53:21;AVON;68736956;09/02/2025 00:00:00;001;82485265;263.38;1;1.45;14828965032;Giovanna Sales;Avenida de Farias;81109-275;2609;dos Dourados;86.032.941/0001-22;Alves;3;10/02/2025 00:00:00;No Prazo;405;Em Rota;1;17/02/2025 00:00:00;tempora;Aeroporto Stephany da Paz;722;Barroca;da Mota de Barbosa;AP;;29/01/2025 00:00:00;123735;520049121171204
26/01/2025 02:12:16;AVON;97451298;28/03/2025 00:00:00;001;87337323;383.57;1;2.49;52250848035;Sr. Lucca Peixoto;Loteamento Isadora da Mota, 8;68286660;6775;da Prata;64.123.057/0001-60;da Cruz;4;09/01/2025 00:00:00;Finalizado No Prazo;696;Em Rota;3;05/01/2025 00:00:00;quasi;Trecho Barbosa;469;São Tomaz;Pires;SC;;19/03/2025 00:00:00;64591;254520694850033
04/02/2025 07:57:04;NATURA RN;4612388;28/01/2025 00:00:00;001;16712475;478.1;3;4.98;1098695446;Isaac Lima;Colônia Isabel Farias, 84;02311636;3146;de Minas;40.638.752/0001-05;Costela Ltda.;8;09/03/2025 00:00:00;Finalizado No Prazo;234;Em Rota;2;10/03/2025 00:00:00;quaerat;Área Maria Vieira;888;Nossa Senhora Do Rosário;Cardoso;ES;;15/03/2025 00:00:00;382572;849734329379874
02/02/2025 03:43:36;NATURA RN;27763593;26/01/2025 00:00:00;001;73498638;398.8;3;4.06;81791001478;Heitor Gonçalves;Pátio de Caldeira, 64;73999-215;1216;do Galho;85.379.012/0001-21;Caldeira;3;21/01/2025 00:00:00;No Prazo;463;Saiu para Entrega;1;28/02/2025 00:00:00;asperiores;Avenida Aragão;468;Centro;Porto do Amparo;AP;;20/03/2025 00:00:00;972930;902722377261787
19/03/2025 10:15:09;NATURA RN;41706198;28/01/2025 00:00:00;001;42685804;224.72;3;1.64;49769434921;André Sales;Viaduto Vieira, 71;37418743;4978;do Campo;74.968.132/0001-48;Caldeira Souza S/A;4;26/03/2025 00:00:00;Finalizado No Prazo;563;Entrega Realizada;3;25/03/2025 00:00:00;asperiores;Recanto Farias;129;São Damião;Campos;RO;;21/03/2025 00:00:00;387225;847682420313210
07/01/2025 06:17:22;NATURA CN;6853010;21/01/2025 00:00:00;001;14965207;494.31;3;0.72;21875176581;Pietro Correia;Estação Ana Sophia Moreira, 585;84155714;6063;Grande;14.387.529/0001-14;Nascimento S.A.;8;13/02/2025 00:00:00;Finalizado No Prazo;213;Saiu para Entrega;2;09/01/2025 00:00:00;minima;Praia Fernanda Sales;751;São Francisco;Rezende;ES;;21/03/2025 00:00:00;529257;130583409865612
23/03/2025 10:48:13;NATURA RN;15140710;22/02/2025 00:00:00;001;18730636;235.14;2;1.13;85590985990;Olivia Silva;Praia de Barbosa, 44;71850-943;4492;do Galho;67.451.829/0001-81;Viana;7;04/03/2025 00:00:00;Atrasado;722;Saiu para Entrega;2;13/02/2025 00:00:00;cupiditate;Trevo Maria Vitória Cardoso;890;Jaraguá;Caldeira de Moura;AP;;16/03/2025 00:00:00;947758;503142722904865
20/01/2025 02:10:17;NATURA RN;42951617;15/02/2025 00:00:00;001;43211305;131.63;2;0.81;95183522482;Eduarda Costa;Via Laís da Luz, 71;53479213;7055;Paulista;86.713.459/0001-58;Lopes Pires S.A.;4;01/02/2025 00:00:00;Atrasado;769;Saiu para Entrega;1;19/03/2025 00:00:00;labore;Largo Cunha;39;Mala E Cuia;Vieira;TO;;12/02/2025 00:00:00;23307;774393013462005
15/02/2025 06:55:06;AVON;34820064;07/03/2025 00:00:00;001;49941752;117.36;2;0.76;15327734126;Levi Fogaça;Vale de Castro, 6;54402-779;1533;dos Dourados;34.159.680/0001-02;Ribeiro;2;08/03/2025 00:00:00;Atrasado;130;Saiu para Entrega;3;18/01/2025 00:00:00;veniam;Estação de da Rosa;264;Copacabana;Moreira da Praia;MA;;05/03/2025 00:00:00;184491;680260095780873
01/01/2025 19:13:28;NATURA RN;45653933;08/03/2025 00:00:00;001;78611489;125.31;3;1.13;8256002900;Lara Moraes;Rua Nascimento, 99;47569-405;4295;da Prata;09.251.637/0001-25;da Rocha Almeida S.A.;6;26/03/2025 00:00:00;Finalizado No Prazo;374;Saiu para Entrega;1;02/01/2025 00:00:00;earum;Distrito de Lopes;398;Santa Helena;Barros;AP;;02/01/2025 00:00:00;416015;334732554308985
13/03/2025 05:33:33;AVON;16514237;06/02/2025 00:00:00;001;42642366;398.58;3;0.12;21764255491;Alícia Campos;Trevo Matheus Rocha, 87;38362483;6883;de Goiás;50.421.386/0001-83;Teixeira;1;26/02/2025 00:00:00;No Prazo;811;Saiu para Entrega;2;08/01/2025 00:00:00;reiciendis;Condomínio Kevin Araújo;809;Mariano De Abreu;da Luz da Mata;RR;;17/02/2025 00:00:00;935947;340497162541441
01/01/2025 20:52:50;NATURA CN;17161091;13/01/2025 00:00:00;001;39900769;307.85;3;1.56;2724178500;Luiz Henrique Porto;Viaduto de Martins, 862;83416-883;2120;da Prata;98.503.247/0001-25;Barros da Cunha Ltda.;1;04/02/2025 00:00:00;No Prazo;565;Entrega Realizada;1;13/02/2025 00:00:00;culpa;Estação Peixoto;337;São Bernardo;Cardoso da Mata;MS;;01/02/2025 00:00:00;301870;112816795617334
15/03/2025 04:55:44;NATURA CN;51119328;31/01/2025 00:00:00;001;62092326;171.67;2;2.25;63703373029;Stephany Barros;Morro de da Paz, 82;01515-202;3024;das Flores;62.704.358/0001-52;Dias e Filhos;1;29/01/2025 00:00:00;Finalizado No Prazo;377;Saiu para Entrega;3;06/03/2025 00:00:00;esse;Trevo Farias;54;Vila Rica;da Luz;PE;;28/01/2025 00:00:00;121214;955271702361009
12/03/2025 13:13:56;NATURA CN;31309708;05/03/2025 00:00:00;001;56945695;364.67;2;1.2;20846812393;Heitor Farias;Vale de Souza, 230;00756-872;3641;Grande;93.701.482/0001-98;Pereira Peixoto Ltda.;5;18/01/2025 00:00:00;Atrasado;966;Entrega Realizada;2;27/01/2025 00:00:00;eveniet;Rua Jesus;589;Laranjeiras;Jesus;SP;;06/03/2025 00:00:00;235672;142577012914560
31/01/2025 12:43:44;NATURA CN;6207372;27/03/2025 00:00:00;001;84306544;453.09;1;2.42;22253136286;João Gabriel Lima;Jardim Nogueira;81657-391;5975;do Oeste;48.710.263/0001-10;Sales;5;08/01/2025 00:00:00;Atrasado;138;Saiu para Entrega;2;25/01/2025 00:00:00;laborum;Loteamento de Cavalcanti;761;Santa Lúcia;Cardoso Verde;PB;;06/03/2025 00:00:00;278960;938840317214592
22/02/2025 03:01:13;NATURA RN;67127539;03/02/2025 00:00:00;001;30456878;153.19;2;2.49;61793241403;Sr. Felipe da Cruz;Loteamento João Guilherme Carvalho;87930-506;5826;Grande;74.569.120/0001-40;Correia;6;07/02/2025 00:00:00;No Prazo;323;Em Rota;2;24/03/2025 00:00:00;corrupti;Sítio Milena Peixoto;182;Laranjeiras;Cardoso;MG;;22/02/2025 00:00:00;579904;24927039291246
27/02/2025 17:28:27;AVON;43819572;13/03/2025 00:00:00;001;82873706;267.09;3;1.37;80706498983;Sra. Luna Silveira;Praça das Neves, 27;03004998;2567;de Goiás;45.031.726/0001-20;Fogaça Barros S.A.;2;07/02/2025 00:00:00;Atrasado;380;Saiu para Entrega;2;10/02/2025 00:00:00;rerum;Distrito de Silveira;248;Vila Maria;Aragão;MS;;26/01/2025 00:00:00;926459;479002056132379
06/02/2025 20:12:50;NATURA RN;38650046;09/02/2025 00:00:00;001;47117737;457.85;2;0.5;79684989076;Anthony Fogaça;Pátio de Nascimento, 977;72838945;2545;dos Dourados;01.568.974/0001-39;Rocha Cunha - EI;1;09/02/2025 00:00:00;Atrasado;740;Em Rota;2;12/02/2025 00:00:00;dolor;Viaduto Vitor Hugo Correia;606;Ouro Minas;da Rosa;SP;;10/03/2025 00:00:00;128693;171519139441940
01/01/2025 16:16:30;AVON;48200326;13/02/2025 00:00:00;001;20081314;100.24;3;2.94;25519878405;Luna Fogaça;Estação Cunha, 64;89987-092;9411;da Serra;67.031.924/0001-26;Costa da Rocha Ltda.;8;23/02/2025 00:00:00;No Prazo;102;Em Rota;3;27/01/2025 00:00:00;voluptatem;Trevo Pedro Miguel Araújo;480;Santa Amelia;Teixeira do Sul;MS;;11/01/2025 00:00:00;348760;939057772745817
17/01/2025 15:46:06;NATURA CN;69777053;15/03/2025 00:00:00;001;73103128;124.68;2;1.68;28440779657;Dr. Alexandre da Costa;Morro de Mendes, 316;44610229;8561;da Serra;28.594.603/0001-88;da Rocha S.A.;6;14/01/2025 00:00:00;Atrasado;372;Entrega Realizada;1;28/01/2025 00:00:00;illum;Avenida de Rodrigues;364;São Bento;Rezende da Prata;TO;;04/02/2025 00:00:00;623990;985743384475128
14/02/2025 15:50:40;NATURA CN;11325039;05/03/2025 00:00:00;001;56003776;265.63;1;0.96;29099482052;Davi Lucas Correia;Jardim de Cardoso, 68;58379-579;5045;Verde;48.961.032/0001-80;Porto - ME;5;25/03/2025 00:00:00;Finalizado No Prazo;415;Em Rota;3;22/03/2025 00:00:00;eaque;Feira Rebeca Barros;519;Jardim Leblon;Viana;AM;;02/03/2025 00:00:00;306755;552053743356234
12/02/2025 02:36:16;NATURA RN;82248655;07/03/2025 00:00:00;001;3584357;454.98;3;3.65;55398986644;Milena Alves;Sítio Cavalcanti, 26;96705950;7046;Alegre;93.725.164/0001-67;Gonçalves;1;16/03/2025 00:00:00;Atrasado;751;Entrega Realizada;1;28/02/2025 00:00:00;consequuntur;Recanto Lima;761;Pedreira Padro Lopes;Teixeira Grande;ES;;22/03/2025 00:00:00;252;444258522118083
27/03/2025 01:00:32;NATURA CN;55135010;24/02/2025 00:00:00;001;20711541;39.54;2;4.48;20148659437;Fernando Oliveira;Morro Melo, 3;35520-969;5743;Paulista;40.937.582/0001-51;Porto;1;03/02/2025 00:00:00;No Prazo;115;Em Rota;3;11/02/2025 00:00:00;fugiat;Viaduto Fernandes;455;Vila Aeroporto Jaraguá;Moreira de Farias;DF;;27/02/2025 00:00:00;700440;642963727362522
11/03/2025 02:24:05;AVON;81414512;16/02/2025 00:00:00;001;73545029;238.29;1;1.42;31481419253;Gabriela Gomes;Recanto de Teixeira, 36;50468-033;5924;da Praia;31.804.759/0001-50;Rezende e Filhos;6;13/02/2025 00:00:00;No Prazo;310;Saiu para Entrega;3;15/03/2025 00:00:00;excepturi;Via de Lima;352;Dom Cabral;Souza;AL;;13/01/2025 00:00:00;453275;227890795063403
15/01/2025 21:12:09;NATURA CN;1341290;16/01/2025 00:00:00;001;91448001;212.65;1;0.39;91684164964;Raul Vieira;Vila Evelyn da Cunha;85719017;3674;da Serra;94.028.156/0001-24;da Rocha;7;22/01/2025 00:00:00;Finalizado No Prazo;810;Em Rota;2;05/02/2025 00:00:00;eaque;Rua Rocha;950;Santa Branca;Viana;AM;;20/02/2025 00:00:00;195000;311295580344832
17/03/2025 20:15:03;AVON;17470351;23/02/2025 00:00:00;001;10676748;352.14;3;3.14;50932926494;Srta. Maria Campos;Vereda de Gomes, 52;37867688;4080;do Amparo;31.274.958/0001-02;Campos da Mata - EI;2;14/02/2025 00:00:00;Atrasado;616;Saiu para Entrega;3;23/02/2025 00:00:00;quisquam;Condomínio Gustavo Souza;689;Ventosa;Nunes da Mata;RS;;06/02/2025 00:00:00;126798;833674430609570
20/03/2025 17:30:03;NATURA RN;38527799;18/01/2025 00:00:00;001;10052197;190.33;3;1.83;86363779900;Luna Sales;Loteamento Ana Sophia Novaes, 2;63950809;5849;do Amparo;06.984.137/0001-04;da Luz - ME;2;18/02/2025 00:00:00;No Prazo;134;Saiu para Entrega;3;17/03/2025 00:00:00;quod;Distrito Duarte;229;Flavio De Oliveira;da Paz;AC;;02/03/2025 00:00:00;205272;906801592817852
21/02/2025 10:29:47;AVON;35514167;22/03/2025 00:00:00;001;25407575;151.06;3;3.99;13702374030;Rafael Cardoso;Alameda Costa;09457054;2305;da Mata;73.409.815/0001-00;Moraes;2;18/02/2025 00:00:00;Atrasado;869;Em Rota;2;05/03/2025 00:00:00;molestiae;Passarela de Moura;107;Conjunto Serra Verde;Pires das Flores;AC;;22/03/2025 00:00:00;823427;700742914660537
16/03/2025 08:01:30;AVON;27614175;27/01/2025 00:00:00;001;4052663;388.58;1;2.11;74972296566;Lavínia da Cruz;Lagoa de das Neves;89514-409;3620;do Norte;98.704.213/0001-07;Santos;1;15/03/2025 00:00:00;Atrasado;270;Em Rota;1;23/01/2025 00:00:00;eligendi;Lago de Oliveira;665;Vila Atila De Paiva;da Paz;PI;;16/03/2025 00:00:00;482100;41264652701969
05/02/2025 21:16:02;NATURA CN;74820666;25/03/2025 00:00:00;001;45442560;371.73;3;2.73;82102657010;Heitor Cardoso;Via Fernandes, 77;07729711;8937;do Sul;71.546.230/0001-07;Novaes S.A.;2;15/01/2025 00:00:00;Atrasado;121;Entrega Realizada;2;02/03/2025 00:00:00;culpa;Jardim Alves;696;Nossa Senhora Do Rosário;Teixeira de Rodrigues;RN;;28/01/2025 00:00:00;835151;262812453987038
26/03/2025 05:00:36;AVON;9189956;15/01/2025 00:00:00;001;61071592;299.88;1;3.51;31947911471;Arthur da Rosa;Rua Ian Campos, 45;64966-122;6006;do Sul;97.628.510/0001-40;da Paz;3;09/03/2025 00:00:00;No Prazo;981;Entrega Realizada;3;23/01/2025 00:00:00;numquam;Residencial de Moreira;479;Liberdade;Freitas de Vieira;DF;;14/02/2025 00:00:00;260477;277503580279306
03/01/2025 04:31:58;NATURA CN;69949287;27/01/2025 00:00:00;001;16902965;416.75;3;2.27;33989507953;Sophie Alves;Esplanada de Rocha, 1;65950-766;6212;de Goiás;53.482.167/0001-00;Farias;6;20/01/2025 00:00:00;Atrasado;788;Saiu para Entrega;2;03/02/2025 00:00:00;dignissimos;Praça de Silva;148;Itaipu;Fernandes;MS;;19/03/2025 00:00:00;901550;820635669993470
22/01/2025 21:16:22;AVON;15173045;10/02/2025 00:00:00;001;11167782;139.6;1;2.64;79475559847;Manuela Pires;Chácara Silveira, 6;47479293;6562;de Goiás;87.510.642/0001-19;Santos S.A.;3;10/03/2025 00:00:00;Finalizado No Prazo;564;Entrega Realizada;2;11/03/2025 00:00:00;odit;Vereda da Costa;316;Vila Satélite;Oliveira Grande;AL;;28/01/2025 00:00:00;587841;876549614420026
28/03/2025 23:31:01;NATURA CN;77930648;01/03/2025 00:00:00;001;20179897;100.98;1;0.96;89619859403;Sr. Luiz Fernando Porto;Feira Aragão, 98;02851-770;6886;Paulista;81.067.495/0001-78;Nogueira - ME;5;16/02/2025 00:00:00;No Prazo;429;Em Rota;3;10/02/2025 00:00:00;repellendus;Recanto de Campos;308;Fazendinha;Teixeira dos Dourados;SC;;08/02/2025 00:00:00;187423;586422726790878
28/01/2025 19:30:48;NATURA RN;72049438;18/02/2025 00:00:00;001;36629340;16.68;1;0.44;56317640736;Marina Freitas;Passarela Sabrina das Neves;54399-391;7233;de Minas;81.379.240/0001-40;Ramos;6;10/02/2025 00:00:00;No Prazo;438;Entrega Realizada;1;12/02/2025 00:00:00;necessitatibus;Via Ana Clara da Paz;193;Cidade Jardim;Castro;RJ;;12/01/2025 00:00:00;304396;874841551095004
01/01/2025 16:29:24;AVON;69328277;05/01/2025 00:00:00;001;50960163;294.69;1;2.26;5243183552;Francisco Melo;Campo Sales;76756-337;1737;das Flores;02.976.548/0001-05;Porto Alves - ME;2;25/01/2025 00:00:00;Atrasado;400;Saiu para Entrega;1;03/03/2025 00:00:00;perferendis;Vale Heloísa Oliveira;628;Unidas;Nascimento;RO;;20/02/2025 00:00:00;726835;448377113334476
06/03/2025 12:09:37;AVON;53058056;13/03/2025 00:00:00;001;80793148;348.86;1;1.94;7292657948;Laura Fogaça;Lagoa Moura, 47;14702890;2185;Alegre;13.874.296/0001-11;Araújo Rezende - ME;4;16/03/2025 00:00:00;Finalizado No Prazo;126;Em Rota;2;25/03/2025 00:00:00;rem;Feira Martins;41;Vila Real 1ª Seção;Barros;PR;;28/03/2025 00:00:00;212207;133372222078116
28/01/2025 09:38:35;NATURA RN;61423890;17/03/2025 00:00:00;001;97313205;385.79;1;0.83;33367008824;Stephany Castro;Estação Theo Azevedo;37743253;7239;do Sul;37.458.269/0001-26;Nunes Nascimento - ME;8;31/01/2025 00:00:00;Atrasado;632;Entrega Realizada;3;03/03/2025 00:00:00;sint;Alameda de Pinto;992;Paulo Vi;Souza;MT;;03/03/2025 00:00:00;360495;690817423008345
15/02/2025 10:41:50;NATURA RN;32118840;06/01/2025 00:00:00;001;87991893;35.33;1;0.9;70522696633;Pedro Lucas Gomes;Loteamento Pires, 84;83270178;7909;das Pedras;13.740.862/0001-00;Oliveira Castro Ltda.;7;26/03/2025 00:00:00;Finalizado No Prazo;951;Saiu para Entrega;1;14/01/2025 00:00:00;aspernatur;Chácara da Mota;278;Canadá;Santos do Campo;PR;;03/01/2025 00:00:00;583096;701980718922484
30/01/2025 20:40:32;NATURA CN;82407743;26/02/2025 00:00:00;001;29762013;189.78;2;4.48;30997429063;Julia da Cunha;Favela Silveira, 45;40664-309;2459;da Prata;45.209.761/0001-96;Almeida;3;19/03/2025 00:00:00;No Prazo;543;Em Rota;2;21/03/2025 00:00:00;culpa;Vereda Ramos;907;Santa Cruz;Pires;MS;;25/02/2025 00:00:00;550474;817396527589207
08/01/2025 16:11:00;NATURA RN;50978616;13/01/2025 00:00:00;001;98397150;191.35;1;3.83;30959356990;Davi Lucas Pinto;Trevo da Paz, 67;87192838;5084;da Praia;38.026.547/0001-39;Farias e Filhos;1;27/03/2025 00:00:00;Finalizado No Prazo;492;Entrega Realizada;2;22/01/2025 00:00:00;corporis;Viaduto Aragão;770;Pindura Saia;Silva de Monteiro;DF;;14/02/2025 00:00:00;374343;139530752543081
13/03/2025 18:20:44;NATURA CN;20242620;05/01/2025 00:00:00;001;58469636;78.91;3;0.26;89097945886;Calebe Duarte;Lagoa Maria Luiza Barbosa, 27;32511-232;4403;do Oeste;95.261.483/0001-94;Farias;4;16/03/2025 00:00:00;Atrasado;652;Saiu para Entrega;1;04/01/2025 00:00:00;soluta;Esplanada de da Luz;901;Jardim Felicidade;Sales;PE;;12/03/2025 00:00:00;949461;497482136668727
17/02/2025 02:37:07;NATURA RN;862139;25/01/2025 00:00:00;001;74679955;18.13;2;1.18;83186042627;Alexandre da Rosa;Rodovia Augusto Jesus, 26;68074-087;1324;da Praia;45.026.397/0001-29;da Luz;2;01/02/2025 00:00:00;Atrasado;150;Entrega Realizada;1;04/02/2025 00:00:00;numquam;Loteamento Peixoto;303;Ipe;Gomes;RJ;;20/02/2025 00:00:00;6884;349307335666709
09/02/2025 07:56:10;NATURA RN;33716024;01/03/2025 00:00:00;001;45264576;328.7;2;1.9;86286784109;Marcelo Lima;Largo Nascimento;76606-176;9771;Paulista;27.831.094/0001-05;Santos da Conceição - ME;3;18/03/2025 00:00:00;Finalizado No Prazo;597;Entrega Realizada;3;21/02/2025 00:00:00;iste;Chácara Vitória Rodrigues;223;Castanheira;Silva da Prata;PB;;15/01/2025 00:00:00;290640;360740910445175
23/02/2025 11:53:31;NATURA CN;93367665;02/01/2025 00:00:00;001;37034005;30.79;2;0.54;8927959438;Srta. Ana Carolina Santos;Residencial de Barbosa, 93;58540099;8846;da Mata;30.916.578/0001-53;Oliveira;8;24/03/2025 00:00:00;Atrasado;950;Saiu para Entrega;1;09/03/2025 00:00:00;omnis;Condomínio de Gonçalves;388;Vila Da Paz;Vieira;MG;;25/01/2025 00:00:00;978670;987378631528918
24/03/2025 13:05:20;AVON;8015567;11/01/2025 00:00:00;001;79871244;358.99;1;0.38;90617226180;Emilly Gomes;Vila Vitória Costa, 61;93525-123;7449;Paulista;85.301.692/0001-60;Mendes;8;11/01/2025 00:00:00;No Prazo;819;Entrega Realizada;2;26/02/2025 00:00:00;earum;Trevo Correia;649;Vila Boa Vista;Porto;GO;;27/02/2025 00:00:00;829276;836069551253291
21/03/2025 15:19:26;NATURA CN;24475817;03/02/2025 00:00:00;001;43934151;107.59;2;4.65;62337625474;Daniela Oliveira;Chácara Castro, 48;20964988;4478;Grande;82.470.135/0001-85;da Rocha Ltda.;5;15/02/2025 00:00:00;Finalizado No Prazo;934;Entrega Realizada;3;21/01/2025 00:00:00;ipsa;Área Ferreira;757;Tres Marias;Mendes;GO;;08/01/2025 00:00:00;521931;623611142859722
