Data Inserção;Tipo Entrega;Pedido;Data Nfe;Serie Nfe;Número Nfe;Valor Nfe;Qtd. Volumes;Peso;Remessa;Nome Destinatário;Endereço Completo;CEP;Cód. CD;CD;CNPJ/CPF Dest.;Transportador;Lead Time;Data Prev. Entrega;Status Prazo;ID Últ. Ocr.;Última Ocorrência;Chave Últ. Ocr.;Data Última Ocr.;Agrupador;Endereço;Numero;Bairro;Cidades;UF;Etiquetas;Chegada na Transportadora;Cod. Vendedor;Chave NFe
16/01/2025 01:25:54;NATURA CN;92386168;09/03/2025 00:00:00;001;44468317;331.14;2;4.09;44402957641;Maria Sophia Ribeiro;Viaduto de Alves, 555;81115-450;3862;dos Dourados;31.976.804/0001-54;Lima;6;26/02/2025 00:00:00;Atrasado;938;Saiu para Entrega;2;30/01/2025 00:00:00;labore;Ladeira Moraes;326;São Francisco Das Chagas;Lopes do Amparo;CE;;22/01/2025 00:00:00;671023;113826136238406
14/03/2025 02:54:27;NATURA RN;46973508;14/02/2025 00:00:00;001;59402913;41.05;1;3.1;44766092254;Srta. Stephany Porto;Quadra de da Mata;60045-423;8471;dos Dourados;64.379.210/0001-15;Novaes e Filhos;4;29/01/2025 00:00:00;No Prazo;831;Em Rota;1;22/02/2025 00:00:00;quae;Área de Pereira;85;Confisco;Souza;PI;;17/03/2025 00:00:00;708971;392592857939994
03/02/2025 05:42:29;AVON;1799048;27/02/2025 00:00:00;001;44715474;321.91;2;2.98;36539506636;Dra. Camila Vieira;Jardim de Silveira, 25;41279-667;6102;do Sul;27.108.694/0001-31;Cavalcanti;4;28/02/2025 00:00:00;No Prazo;330;Entrega Realizada;3;27/03/2025 00:00:00;voluptate;Fazenda Pinto;218;Vila Coqueiral;da Luz;RR;;28/02/2025 00:00:00;822539;887930461874080
13/02/2025 23:52:07;AVON;91793109;19/03/2025 00:00:00;001;20685228;113.71;2;0.79;16188042213;Sr. João Gabriel Duarte;Vale Rafaela da Cunha, 60;93352-111;9049;Alegre;10.563.479/0001-28;Lima - ME;4;04/01/2025 00:00:00;Finalizado No Prazo;276;Saiu para Entrega;3;19/02/2025 00:00:00;eius;Quadra Martins;72;Canaa;Jesus;PI;;26/02/2025 00:00:00;490860;371166810788927
31/01/2025 16:46:09;NATURA CN;95933303;01/02/2025 00:00:00;001;58071763;81.27;2;1.44;91401641911;Dr. João Pedro Moraes;Aeroporto Pedro Henrique Duarte, 14;66824747;5309;dos Dourados;97.165.823/0001-09;Campos;2;09/03/2025 00:00:00;Finalizado No Prazo;578;Em Rota;3;17/02/2025 00:00:00;aliquam;Estação João Felipe Freitas;126;Carlos Prates;da Luz;ES;;15/01/2025 00:00:00;313983;906652104727594
19/01/2025 09:15:00;NATURA CN;93139035;20/02/2025 00:00:00;001;16404943;104.42;3;0.96;33042933873;Rafaela Nogueira;Trecho Maria Moraes, 41;17917580;3855;do Campo;04.612.598/0001-20;da Cunha e Filhos;6;26/02/2025 00:00:00;Atrasado;433;Em Rota;2;26/02/2025 00:00:00;reiciendis;Chácara Luana Martins;627;Canaa;Novaes das Pedras;ES;;27/01/2025 00:00:00;404785;61814342766255
24/02/2025 06:17:42;NATURA RN;97823395;30/01/2025 00:00:00;001;72995036;39.16;2;3.19;26640024376;Luiz Miguel da Paz;Viaduto Davi Monteiro, 3;36444298;9848;do Amparo;52.673.184/0001-54;da Rocha;5;22/02/2025 00:00:00;Atrasado;905;Saiu para Entrega;2;14/03/2025 00:00:00;dignissimos;Rodovia Cunha;511;Marçola;da Rosa do Amparo;RJ;;19/02/2025 00:00:00;356873;801586078010165
31/01/2025 07:57:01;AVON;76859822;26/02/2025 00:00:00;001;85218285;19.28;2;4.42;1195154463;Sr. Luiz Henrique Nascimento;Rua Pereira, 84;83702997;4622;das Flores;94.806.512/0001-93;Azevedo Ltda.;7;23/01/2025 00:00:00;Atrasado;117;Em Rota;1;07/02/2025 00:00:00;quis;Vale Luiza da Mota;531;Lajedo;Gonçalves;PR;;07/03/2025 00:00:00;268307;688537909552970
04/01/2025 09:42:03;NATURA RN;86143037;10/02/2025 00:00:00;001;83890081;161.57;2;4.28;13501123951;Letícia Fogaça;Vale Laís Viana, 53;49297-989;5077;do Amparo;80.129.476/0001-66;Moura e Filhos;2;13/02/2025 00:00:00;No Prazo;430;Saiu para Entrega;1;05/03/2025 00:00:00;quod;Trevo Isabelly Aragão;540;Zilah Sposito;Carvalho;PI;;03/03/2025 00:00:00;297834;750982538357188
04/01/2025 03:21:36;NATURA CN;66944356;21/01/2025 00:00:00;001;51140128;414.99;3;2.59;70651520129;Luiz Fernando Cardoso;Largo de Alves, 6;94435862;9316;do Campo;42.387.560/0001-90;Ribeiro;2;03/03/2025 00:00:00;No Prazo;578;Em Rota;2;16/01/2025 00:00:00;animi;Distrito Nicole Lima;6;Havaí;Novaes;TO;;23/01/2025 00:00:00;585369;297552759980515
25/01/2025 19:27:49;NATURA RN;27121940;19/02/2025 00:00:00;001;64932976;273.42;3;2.94;21045249662;Carolina Almeida;Residencial da Cunha, 813;56983-423;8516;do Norte;24.953.768/0001-48;Almeida Rodrigues e Filhos;1;24/03/2025 00:00:00;Finalizado No Prazo;631;Em Rota;1;02/01/2025 00:00:00;dolorem;Praça de da Costa;176;Palmeiras;da Conceição;PA;;10/01/2025 00:00:00;88593;189941481366206
11/02/2025 11:38:54;AVON;82888525;26/03/2025 00:00:00;001;857400;218.52;1;1.14;48449396433;Enrico Viana;Lago Bruna Alves, 4;90673-244;8821;de Minas;83.079.645/0001-99;Almeida S/A;7;10/01/2025 00:00:00;Atrasado;175;Entrega Realizada;2;11/02/2025 00:00:00;veritatis;Conjunto Gomes;753;Vila Jardim São José;Lopes da Serra;AC;;05/02/2025 00:00:00;491813;583070619444357
16/02/2025 22:57:47;NATURA RN;71258062;08/03/2025 00:00:00;001;1607991;144.84;2;3.5;10492234679;Srta. Nicole Alves;Campo Araújo, 8;63957-282;9958;Verde;40.963.152/0001-04;Silva Lima - ME;6;30/01/2025 00:00:00;Finalizado No Prazo;427;Saiu para Entrega;3;29/01/2025 00:00:00;sapiente;Condomínio de Nogueira;623;Santo Antônio;Rezende;PA;;14/02/2025 00:00:00;302775;840268525269553
27/01/2025 13:40:59;NATURA RN;26827756;22/03/2025 00:00:00;001;91804326;436.51;1;2.93;14430501983;Enzo Ribeiro;Fazenda de Martins, 9;87151069;6848;do Norte;07.915.684/0001-09;Rezende;5;02/02/2025 00:00:00;No Prazo;743;Saiu para Entrega;2;05/03/2025 00:00:00;nihil;Estrada da Rosa;694;Gutierrez;Pereira do Sul;BA;;17/03/2025 00:00:00;808430;366720768860004
03/02/2025 21:17:41;NATURA CN;84166491;08/03/2025 00:00:00;001;58551486;124.26;3;0.72;27392289719;Luiz Fernando Peixoto;Quadra de Peixoto;40440-626;8197;do Oeste;78.015.369/0001-65;Pinto Cardoso - EI;6;29/01/2025 00:00:00;Atrasado;998;Entrega Realizada;2;17/02/2025 00:00:00;mollitia;Sítio Jesus;307;São Benedito;Aragão de Pereira;CE;;09/02/2025 00:00:00;467562;504357858422957
03/03/2025 07:00:37;AVON;47175564;06/03/2025 00:00:00;001;52211449;128.22;2;0.14;90181507625;Otávio Sales;Viaduto de Martins, 272;07150-994;9475;do Galho;59.314.076/0001-34;da Rosa Almeida - ME;4;22/03/2025 00:00:00;Finalizado No Prazo;591;Em Rota;3;10/02/2025 00:00:00;quis;Condomínio de Ferreira;190;Mirante;Cardoso de Azevedo;PE;;18/01/2025 00:00:00;526383;81274611070258
12/02/2025 22:19:10;NATURA CN;52285349;19/02/2025 00:00:00;001;29662731;207.63;2;1.03;8694588362;Yuri Porto;Vila de Martins, 8;45699204;3797;de Goiás;30.978.425/0001-30;Nunes - ME;8;10/01/2025 00:00:00;Finalizado No Prazo;289;Em Rota;2;09/01/2025 00:00:00;tenetur;Lago de Correia;24;Nova Esperança;da Mota do Norte;MG;;08/01/2025 00:00:00;255379;869579392352632
14/01/2025 06:01:05;NATURA RN;18169933;19/01/2025 00:00:00;001;70686708;75.61;1;4.22;4838989483;Larissa Correia;Aeroporto Peixoto, 7;52265-302;7510;Grande;12.548.793/0001-67;Dias;7;21/03/2025 00:00:00;No Prazo;998;Entrega Realizada;3;12/02/2025 00:00:00;deleniti;Jardim Ramos;316;Vila Santa Rosa;Cardoso;GO;;21/03/2025 00:00:00;824309;599418750289070
06/01/2025 14:26:35;AVON;76305758;04/02/2025 00:00:00;001;7258071;136.85;1;2.61;82179387733;Giovanna Cunha;Travessa Larissa Jesus, 46;33629369;3065;do Amparo;04.592.687/0001-52;Castro Mendes S/A;5;24/02/2025 00:00:00;Finalizado No Prazo;588;Entrega Realizada;3;30/01/2025 00:00:00;deserunt;Lago Cardoso;437;Antonio Ribeiro De Abreu 1ª Seção;Alves;RO;;26/02/2025 00:00:00;258042;102992310159320
09/01/2025 01:51:44;AVON;62965449;29/01/2025 00:00:00;001;65336445;160.14;1;2.06;67259960473;Sr. Carlos Eduardo Peixoto;Sítio Aragão, 58;78450136;7264;Alegre;24.316.758/0001-00;Carvalho;6;11/03/2025 00:00:00;Finalizado No Prazo;980;Entrega Realizada;2;26/01/2025 00:00:00;fugiat;Vereda Cavalcanti;679;Serra;Freitas;RR;;11/02/2025 00:00:00;236273;28823426918234
02/01/2025 20:11:22;NATURA RN;88395932;18/02/2025 00:00:00;001;48176560;172.83;2;1.68;9936811546;Antônio Cardoso;Esplanada Ribeiro, 89;06159900;4847;do Galho;67.238.140/0001-73;Novaes Gonçalves S/A;4;15/01/2025 00:00:00;No Prazo;847;Em Rota;1;20/01/2025 00:00:00;quaerat;Pátio de Cunha;684;Paraíso;Lima;ES;;05/02/2025 00:00:00;844997;227228763185743
24/01/2025 18:59:59;AVON;26883317;08/02/2025 00:00:00;001;47927871;484.49;3;3.77;92352024121;Ryan Lopes;Ladeira de Aragão, 3;70358-556;6873;dos Dourados;19.308.267/0001-79;Campos - EI;8;28/01/2025 00:00:00;No Prazo;957;Em Rota;1;07/03/2025 00:00:00;non;Viela de da Rocha;606;Aparecida;Barros;RN;;21/02/2025 00:00:00;809323;638829472854994
23/02/2025 01:59:44;NATURA RN;87893004;01/01/2025 00:00:00;001;65265562;471.41;1;4.04;16450422134;Sabrina Viana;Alameda da Cruz, 55;16596721;3758;das Pedras;81.420.753/0001-58;Moreira;3;24/02/2025 00:00:00;Atrasado;995;Em Rota;1;22/03/2025 00:00:00;doloribus;Recanto Fernandes;110;Engenho Nogueira;Martins de Goiás;RJ;;08/01/2025 00:00:00;963272;737967432393596
10/02/2025 09:50:28;NATURA CN;35287383;13/03/2025 00:00:00;001;3222209;382.55;3;1.85;57225819926;Dr. Renan Melo;Favela Pedro Nunes, 94;51871612;1159;da Praia;68.429.051/0001-77;da Paz;1;08/02/2025 00:00:00;Atrasado;212;Saiu para Entrega;2;05/02/2025 00:00:00;unde;Viaduto Azevedo;809;Nova Suíça;da Costa da Prata;GO;;03/03/2025 00:00:00;136504;542865293736446
22/02/2025 20:20:59;AVON;41063408;20/02/2025 00:00:00;001;73675947;420.13;1;3.87;21367130405;Ana Barbosa;Rodovia Caio Costa, 43;90265-332;3456;do Sul;21.875.609/0001-84;Fernandes;1;27/02/2025 00:00:00;Atrasado;106;Entrega Realizada;3;12/02/2025 00:00:00;quas;Largo de Campos;431;Conjunto Califórnia Ii;Costela;GO;;20/01/2025 00:00:00;392496;115904375868746
10/01/2025 01:45:45;NATURA RN;75931342;20/02/2025 00:00:00;001;99002145;464.64;3;1.04;88124954508;Cauê da Luz;Parque Ana Laura Rezende, 70;82995-727;8138;Paulista;28.410.576/0001-46;Ribeiro Ferreira Ltda.;1;04/02/2025 00:00:00;Finalizado No Prazo;554;Entrega Realizada;2;24/01/2025 00:00:00;quia;Vale Silva;460;Novo Aarão Reis;da Mata de Goiás;MT;;14/03/2025 00:00:00;173866;428266382349780
26/02/2025 16:27:04;NATURA CN;10824919;15/01/2025 00:00:00;001;92220269;284.82;1;0.12;40468330656;Matheus Dias;Área Gonçalves, 57;76306-913;1098;Alegre;87.326.510/0001-31;da Mota S.A.;7;19/02/2025 00:00:00;Atrasado;639;Entrega Realizada;3;20/03/2025 00:00:00;at;Trevo de Vieira;21;Cidade Jardim Taquaril;Caldeira da Mata;AM;;23/01/2025 00:00:00;80987;580804034784343
26/03/2025 22:50:16;AVON;99241866;26/02/2025 00:00:00;001;25695673;215.37;2;3.2;78179086054;Yasmin Cavalcanti;Avenida Moreira, 3;94694-313;7794;da Serra;90.382.571/0001-20;Rezende e Filhos;5;23/01/2025 00:00:00;Atrasado;791;Entrega Realizada;2;26/02/2025 00:00:00;deserunt;Vereda de Mendes;936;Providencia;Silveira;RO;;19/02/2025 00:00:00;41786;651611195347578
07/03/2025 10:56:04;NATURA RN;90717238;13/02/2025 00:00:00;001;31661561;441.22;1;0.28;82302697150;Benjamin Ramos;Viaduto Stella Aragão, 6;64836674;2433;da Prata;81.947.025/0001-07;Rodrigues;8;09/02/2025 00:00:00;Finalizado No Prazo;151;Entrega Realizada;2;22/03/2025 00:00:00;nesciunt;Estrada Maria Freitas;363;Gameleira;Aragão;RO;;08/01/2025 00:00:00;989052;374474596292624
06/02/2025 08:37:36;NATURA CN;93033866;31/01/2025 00:00:00;001;43170781;20.02;2;1.08;83067593197;Isadora Ferreira;Avenida Otávio Caldeira;93291944;9103;da Mata;67.014.832/0001-38;Ribeiro;3;19/02/2025 00:00:00;No Prazo;148;Em Rota;1;10/03/2025 00:00:00;ab;Quadra de Pinto;329;Conjunto Califórnia Ii;Silveira das Pedras;BA;;07/02/2025 00:00:00;906594;857271548270957
18/02/2025 06:15:38;NATURA CN;19864675;11/02/2025 00:00:00;001;53255823;144.36;3;4.27;63827925836;Nathan Carvalho;Fazenda Julia Nascimento, 24;57590-927;8327;Grande;29.613.085/0001-65;Nogueira;1;03/03/2025 00:00:00;Finalizado No Prazo;985;Em Rota;2;11/03/2025 00:00:00;commodi;Viaduto de da Conceição;573;Camponesa 2ª Seção;Nascimento;SC;;02/03/2025 00:00:00;880742;620298076250077
05/01/2025 23:47:10;AVON;80229249;25/03/2025 00:00:00;001;20066604;106.07;2;0.59;85287487000;Anthony Gonçalves;Alameda Silva, 65;15271516;6919;dos Dourados;18.735.029/0001-87;Nogueira e Filhos;5;10/03/2025 00:00:00;Finalizado No Prazo;466;Saiu para Entrega;1;09/03/2025 00:00:00;eveniet;Jardim Cunha;263;Parque São José;Peixoto de Goiás;RR;;16/02/2025 00:00:00;698502;79573090995396
26/03/2025 18:49:36;NATURA CN;24358835;12/01/2025 00:00:00;001;99958954;83.95;3;3.8;6813174537;Luiz Miguel Viana;Loteamento Ana Moreira, 401;54892349;3707;das Pedras;18.396.425/0001-27;Nogueira;7;24/02/2025 00:00:00;Finalizado No Prazo;456;Em Rota;3;27/03/2025 00:00:00;dolor;Vila Rafaela da Mata;404;Vila Pinho;Mendes de Goiás;CE;;16/02/2025 00:00:00;31231;459239957950381
22/01/2025 21:44:22;AVON;81469161;03/02/2025 00:00:00;001;19174760;32.68;3;2.49;84646780657;Manuela da Mota;Condomínio Cardoso;84229-730;4268;Alegre;13.726.098/0001-00;Cunha;6;03/01/2025 00:00:00;Finalizado No Prazo;996;Em Rota;2;01/03/2025 00:00:00;asperiores;Rua Isadora Sales;812;Vila Madre Gertrudes 2ª Seção;Cavalcanti do Oeste;RJ;;19/02/2025 00:00:00;587416;732286619768746
01/02/2025 16:45:25;NATURA CN;14550950;28/01/2025 00:00:00;001;49718784;271.68;2;2.57;72065217158;Augusto Fogaça;Esplanada de Silva, 5;49069732;6256;do Norte;64.593.712/0001-44;Pinto;3;11/03/2025 00:00:00;Finalizado No Prazo;306;Entrega Realizada;2;19/01/2025 00:00:00;autem;Parque Lopes;911;Europa;Almeida Alegre;CE;;03/03/2025 00:00:00;544503;846299073086594
13/01/2025 23:22:47;AVON;44341904;29/01/2025 00:00:00;001;99611456;313.44;1;0.2;96783113516;Sra. Ana Júlia Freitas;Condomínio Carlos Eduardo Nogueira, 50;42162226;4567;da Prata;19.635.824/0001-66;Barros Rezende - ME;6;03/02/2025 00:00:00;No Prazo;247;Em Rota;1;14/01/2025 00:00:00;quod;Travessa Cardoso;836;Sagrada Família;Almeida;RS;;13/01/2025 00:00:00;89644;744364594827454
24/01/2025 09:58:48;NATURA CN;54609968;25/02/2025 00:00:00;001;32692352;434.36;3;1.83;66048976229;Luiz Henrique Freitas;Estação de Almeida, 6;32133-956;3336;de Minas;82.951.043/0001-17;Cunha - EI;2;05/02/2025 00:00:00;Atrasado;735;Entrega Realizada;2;02/02/2025 00:00:00;quidem;Vila de Freitas;375;Virgínia;Cardoso;TO;;26/01/2025 00:00:00;587758;671360883534256
08/02/2025 20:11:33;NATURA RN;40508617;20/03/2025 00:00:00;001;3215444;229.95;3;0.65;68182222156;Dr. Lucas Gabriel Cardoso;Viela Pietro Silva, 10;14123450;8697;Paulista;06.874.159/0001-11;Azevedo;7;17/02/2025 00:00:00;Atrasado;856;Saiu para Entrega;2;19/02/2025 00:00:00;dolorum;Distrito Gomes;872;Ápia;Dias da Serra;MT;;04/01/2025 00:00:00;655533;281868251440792
15/03/2025 12:25:58;AVON;36965262;16/02/2025 00:00:00;001;49751430;322.08;3;2.35;85490571705;Sra. Beatriz Castro;Loteamento Joana da Cunha, 39;13947255;6836;de Minas;52.970.438/0001-04;da Luz;1;26/03/2025 00:00:00;No Prazo;965;Entrega Realizada;2;15/03/2025 00:00:00;incidunt;Campo Luiz Henrique Ramos;621;Candelaria;Duarte da Serra;AP;;23/03/2025 00:00:00;548110;232676236173477
18/03/2025 10:08:34;NATURA RN;40319894;12/03/2025 00:00:00;001;18705197;313.72;3;0.58;25637796307;Sr. Ian Nogueira;Residencial Ribeiro, 4;67949323;6461;do Campo;62.978.035/0001-57;Freitas;2;08/01/2025 00:00:00;Finalizado No Prazo;964;Entrega Realizada;1;07/01/2025 00:00:00;quas;Feira Fernanda Ferreira;627;Nova Vista;da Cunha do Amparo;AP;;24/03/2025 00:00:00;298350;707877033223071
14/02/2025 22:35:27;NATURA RN;62692028;16/03/2025 00:00:00;001;59730862;349.84;3;3.0;90150561175;Luiz Felipe Cardoso;Esplanada de Carvalho, 5;03417278;3237;dos Dourados;96.305.781/0001-00;Rodrigues;4;14/02/2025 00:00:00;Finalizado No Prazo;905;Saiu para Entrega;3;12/02/2025 00:00:00;similique;Lagoa de Jesus;283;Vista Alegre;Barbosa;MG;;23/02/2025 00:00:00;93173;475563954128521
04/03/2025 02:39:08;NATURA RN;41283330;18/03/2025 00:00:00;001;35793534;64.06;3;2.46;60375606915;Luana da Costa;Quadra Maysa Cardoso;29515-774;1470;Verde;78.194.206/0001-97;da Paz Barbosa - ME;7;02/01/2025 00:00:00;Finalizado No Prazo;625;Entrega Realizada;3;26/02/2025 00:00:00;at;Trevo de Cardoso;672;Maria Tereza;Mendes do Galho;PB;;21/02/2025 00:00:00;960469;109220699893124
27/02/2025 06:56:32;NATURA RN;95234269;01/02/2025 00:00:00;001;97678974;329.16;2;4.62;99555073367;Joaquim Nunes;Pátio Felipe da Rosa, 33;10821-769;7931;do Sul;17.680.452/0001-64;Moreira Gonçalves - ME;3;28/02/2025 00:00:00;Atrasado;710;Saiu para Entrega;1;24/03/2025 00:00:00;reprehenderit;Aeroporto Novaes;541;Palmares;Novaes de Goiás;MS;;06/03/2025 00:00:00;649578;923147396641202
29/01/2025 13:46:11;NATURA RN;8716799;10/01/2025 00:00:00;001;31946480;227.21;3;4.92;35329705127;Dr. Theo Viana;Distrito de Pereira, 66;40312-095;5797;do Galho;67.138.509/0001-76;Ferreira S/A;7;09/02/2025 00:00:00;Atrasado;740;Entrega Realizada;2;21/02/2025 00:00:00;omnis;Área Isabelly Ramos;637;Alto Caiçaras;Ramos;MG;;25/02/2025 00:00:00;42771;137117313456629
22/01/2025 07:06:52;NATURA CN;2455016;26/02/2025 00:00:00;001;45654118;244.07;3;3.67;70628210706;Maria Alice das Neves;Largo de Costela, 51;98284-112;4679;dos Dourados;53.127.968/0001-40;Ramos Moraes Ltda.;6;06/03/2025 00:00:00;No Prazo;362;Entrega Realizada;2;04/02/2025 00:00:00;temporibus;Aeroporto de Carvalho;322;Flamengo;Vieira dos Dourados;PB;;27/02/2025 00:00:00;217880;946246171320654
18/03/2025 16:03:43;NATURA RN;64334723;18/02/2025 00:00:00;001;32848370;202.94;2;0.56;31354978212;Stephany Aragão;Travessa de Araújo, 28;57140283;6136;Alegre;71.628.035/0001-18;da Rosa S.A.;4;11/01/2025 00:00:00;Atrasado;836;Em Rota;2;17/02/2025 00:00:00;nisi;Ladeira de Castro;395;Salgado Filho;Lopes;RO;;01/02/2025 00:00:00;847488;162001348066065
03/01/2025 12:07:09;NATURA RN;93497973;05/02/2025 00:00:00;001;4735861;392.99;1;1.64;94962972934;Luiz Felipe Rocha;Travessa Melo, 956;07191382;3451;dos Dourados;23.974.180/0001-08;Nogueira;8;29/01/2025 00:00:00;No Prazo;304;Em Rota;1;14/03/2025 00:00:00;ipsa;Avenida Carlos Eduardo Alves;690;Ventosa;Rocha de Gonçalves;TO;;03/01/2025 00:00:00;868623;201041681063856
01/02/2025 09:57:26;NATURA RN;65722148;06/03/2025 00:00:00;001;37798990;499.79;2;3.11;39730200573;Sophie Santos;Fazenda Maria Fernanda Carvalho, 303;00940-836;3966;da Serra;46.278.391/0001-01;Vieira;7;24/03/2025 00:00:00;No Prazo;612;Entrega Realizada;3;09/01/2025 00:00:00;provident;Vale Emanuel Aragão;932;São Marcos;Rezende do Oeste;AP;;07/03/2025 00:00:00;473749;964218918282373
12/02/2025 21:56:02;AVON;9945358;26/01/2025 00:00:00;001;1989749;108.09;1;4.69;36419018237;Dra. Maysa Souza;Alameda de Novaes, 127;27526-456;9803;Verde;37.412.689/0001-71;Cardoso;3;28/01/2025 00:00:00;No Prazo;103;Saiu para Entrega;1;16/02/2025 00:00:00;rem;Trecho Nogueira;808;Ernesto Nascimento;Alves;RS;;06/02/2025 00:00:00;80589;423692673700119
06/02/2025 07:57:47;NATURA RN;84393442;10/01/2025 00:00:00;001;39387015;303.46;1;1.0;46600797661;Maria Luiza da Costa;Morro Alves, 27;19745-198;5659;da Praia;32.641.580/0001-92;Barbosa Rodrigues Ltda.;7;05/01/2025 00:00:00;No Prazo;682;Entrega Realizada;2;05/02/2025 00:00:00;facilis;Quadra de Caldeira;297;Estrela Do Oriente;Cardoso de da Paz;BA;;13/01/2025 00:00:00;92862;188151049811740
